Zipcode,Median Income ,Old Median Income,Growth
46319,7341,565,6776
46320,5491,294,5197
46321,9070,99,8971
46322,9922,606,9316
46323,8062,1272,6790
46324,8642,761,7881
46327,3845,359,3486
46340,534,1268,-734
46341,3856,500,3356
46342,12658,784,11874
46345,43,8262,-8219
46346,531,1943,-1412
46347,1743,392,1351
46348,459,1705,-1246
46349,1097,54,1043
46350,18092,8867,9225
46356,6755,702,6053
46360,17680,74,17606
46365,286,724,-438
46366,2116,7844,-5728
46368,15466,261,15205
46371,1221,701,520
46373,6187,675,5512
46374,278,11219,-10941
46375,9528,246,9282
46376,69,638,-569
46377,68,80,-12
46379,177,1030,-853
46381,197,11763,-11566
46382,800,10254,-9454
46383,17053,13012,4041
46385,15329,1783,13546
46390,1258,0,1258
46391,1976,1719,257
46392,2858,69,2789
46393,114,269,-155
46394,4827,588,4239
46402,2385,2000,385
46403,4827,2088,2739
46404,6502,9278,-2776
46405,4283,1355,2928
46406,3149,274,2875
46407,4126,1402,2724
46408,5951,67,5884
46409,2629,1090,1539
46410,16272,353,15919
46501,1268,1174,94
46502,0,859,-859
46504,1177,1112,65
46506,3659,87,3572
46507,3253,609,2644
46508,91,1599,-1508
46510,1255,4103,-2848
46511,1662,201,1461
46513,0,263,-263
46514,16320,2294,14026
46516,11892,442,11450
46517,8859,1131,7728
46524,849,2229,-1380
46526,11372,507,10865
46528,7873,418,7455
46530,11540,1206,10334
46531,623,619,4
46532,523,53,470
46534,3921,11336,-7415
46536,1147,38,1109
46537,260,962,-702
46538,1573,556,1017
46539,1003,5015,-4012
46540,4130,858,3272
46542,1609,19393,-17784
46543,866,723,143
46544,12816,67,12749
46545,12071,73,11998
46550,4148,1068,3080
46552,2443,742,1701
46553,1119,708,411
46554,1767,501,1266
46555,1152,300,852
46556,174,105,69
46561,5338,2195,3143
46562,1971,599,1372
46563,8526,3340,5186
46565,2416,2697,-281
46567,3843,17475,-13632
46570,400,13132,-12732
46571,1572,8764,-7192
46572,43,0,43
46573,1299,0,1299
46574,3246,10164,-6918
46580,8266,17,8249
46582,5814,11495,-5681
46590,1651,3594,-1943
46595,15,504,-489
46601,2189,3067,-878
46613,3919,474,3445
46614,12285,1752,10533
46615,6224,1592,4632
46616,2352,32,2320
46617,4343,601,3742
46619,7451,0,7451
46624,34,1745,-1711
46628,11030,3852,7178
46635,2646,372,2274
46637,7171,4206,2965
46701,3031,2980,51
46702,858,214,644
46703,7204,648,6556
46704,30,1834,-1804
46705,703,182,521
46706,7750,3065,4685
46710,1745,38,1707
46711,2417,380,2037
46714,5984,14,5970
46721,1902,0,1902
46723,2949,1484,1465
46725,9736,4740,4996
46730,312,1836,-1524
46731,263,65,198
46732,1010,247,763
46733,7682,18,7664
46737,3038,545,2493
46738,3355,686,2669
46740,1187,723,464
46741,1381,1049,332
46742,1342,6671,-5329
46743,991,1562,-571
46745,704,785,-81
46746,1430,122,1308
46747,945,349,596
46748,2256,590,1666
46750,10793,164,10629
46755,6094,1186,4908
46759,158,233,-75
46760,506,110,396
46761,4021,1431,2590
46763,550,268,282
46764,439,110,329
46765,1932,666,1266
46766,180,250,-70
46767,2815,374,2441
46770,1079,284,795
46771,39,1700,-1661
46772,839,178,661
46773,1309,11,1298
46774,7041,275,6766
46776,654,413,241
46777,2634,3396,-762
46778,44,8380,-8336
46779,889,294,595
46781,312,344,-32
46783,2858,44,2814
46784,819,3101,-2282
46785,592,536,56
46786,17,1249,-1232
46787,1535,583,952
46788,963,1557,-594
46789,86,626,-540
46791,388,2260,-1872
46792,1530,215,1315
46793,1710,44,1666
46794,587,428,159
46795,2493,122,2371
46796,46,395,-349
46797,1263,256,1007
46798,410,1100,-690
46799,184,191,-7
46802,4887,1545,3342
46803,3912,70,3842
46804,12346,222,12124
46805,9524,4804,4720
46806,8505,281,8224
46807,6165,313,5852
46808,8471,10339,-1868
46809,4089,90,3999
46814,5255,368,4887
46815,10246,1528,8718
46816,7193,5506,1687
46818,7933,1821,6112
46819,4242,550,3692
46825,12623,387,12236
46835,14475,995,13480
46845,10003,554,9449
46901,16251,135,16116
46902,15522,599,14923
46910,1140,5255,-4115
46911,576,12777,-12201
46913,449,817,-368
46914,960,1017,-57
46915,324,1027,-703
46917,700,2149,-1449
46919,776,558,218
46920,458,1266,-808
46922,0,1529,-1529
46923,3149,392,2757
46926,573,1820,-1247
46928,1935,635,1300
46929,1329,44,1285
46930,70,1991,-1921
46931,117,1413,-1296
46932,1386,582,804
46933,2635,4771,-2136
46936,2206,57,2149
46937,29,243,-214
46938,1152,8509,-7357
46939,766,12763,-11997
46940,1104,10219,-9115
46941,335,4637,-4302
46943,45,13497,-13452
46945,19,12775,-12756
46946,39,6857,-6818
46947,11071,5973,5098
46950,237,12415,-12178
46951,745,8435,-7690
46952,8085,4426,3659
46953,8361,4886,3475
46957,201,5083,-4882
46958,354,0,354
46959,236,328,-92
46960,470,515,-45
46961,32,7430,-7398
46962,3167,0,3167
46965,0,441,-441
46967,57,788,-731
46968,57,589,-532
46970,8487,807,7680
46971,0,3920,-3920
46974,686,248,438
46975,5602,390,5212
46978,919,726,193
46979,1781,118,1663
46980,31,915,-884
46982,1036,47,989
46984,17,467,-450
46985,462,206,256
46986,688,171,517
46987,472,416,56
46988,337,439,-102
46989,1467,111,1356
46990,214,165,49
46991,823,542,281
46992,7168,79,7089
46994,957,26,931
46996,2561,139,2422
46998,102,1160,-1058
47001,4353,28,4325
47003,475,92,383
47006,4809,2656,2153
47010,54,1417,-1363
47011,291,0,291
47012,4110,1391,2719
47016,369,11,358
47017,251,152,99
47018,1642,3466,-1824
47020,400,72,328
47021,0,3284,-3284
47022,1159,1975,-816
47023,872,6620,-5748
47024,1235,16383,-15148
47025,8681,22411,-13730
47030,679,0,679
47031,1992,15588,-13596
47032,1222,34,1188
47033,0,181,-181
47034,64,2403,-2339
47035,103,893,-790
47036,369,469,-100
47037,1700,573,1127
47038,348,1391,-1043
47040,2281,82,2199
47041,2279,92,2187
47042,1653,384,1269
47043,1996,835,1161
47060,2479,249,2230
47102,2670,427,2243
47104,9,2116,-2107
47106,1558,10745,-9187
47108,907,470,437
47110,202,398,-196
47111,6372,284,6088
47112,6406,279,6127
47114,189,1384,-1195
47115,1037,712,325
47116,195,575,-380
47117,1550,595,955
47118,1270,312,958
47119,4214,907,3307
47120,322,1179,-857
47122,3895,930,2965
47123,54,464,-410
47124,1780,777,1003
47125,614,96,518
47126,1521,1034,487
47129,8304,6259,2045
47130,19235,796,18439
47135,341,60,281
47136,1498,272,1226
47137,608,207,401
47138,1859,296,1563
47140,1108,284,824
47141,607,59,548
47142,238,755,-517
47143,1266,749,517
47145,848,469,379
47147,433,226,207
47150,19462,853,18609
47160,31,4292,-4261
47161,1163,431,732
47162,202,375,-173
47163,367,56,311
47164,1444,88,1356
47165,2679,1609,1070
47166,479,524,-45
47167,5756,588,5168
47170,5834,472,5362
47172,6969,529,6440
47174,24,1545,-1521
47175,315,151,164
47177,682,609,73
47201,18539,39,18500
47203,10549,5131,5418
47220,2139,1189,950
47223,371,2206,-1835
47224,153,1831,-1678
47225,35,1419,-1384
47226,96,8824,-8728
47227,624,1487,-863
47229,1013,3670,-2657
47230,761,5255,-4494
47231,243,12599,-12356
47232,869,948,-79
47234,592,2174,-1582
47235,605,5545,-4940
47236,68,5999,-5931
47240,8545,1243,7302
47243,1854,571,1283
47244,191,6768,-6577
47246,1406,803,603
47247,73,7498,-7425
47250,9313,6457,2856
47260,713,14130,-13417
47263,71,9082,-9011
47264,532,18174,-17642
47265,7584,3143,4441
47270,185,4202,-4017
47272,642,1607,-965
47273,924,8908,-7984
47274,12352,7019,5333
47280,306,17527,-17221
47281,513,10989,-10476
47282,91,14571,-14480
47283,1294,2573,-1279
47302,10774,2034,8740
47303,10043,606,9437
47304,13663,5695,7968
47305,1675,2845,-1170
47306,0,6307,-6307
47320,1873,16210,-14337
47324,73,3557,-3484
47325,181,1487,-1306
47326,583,1458,-875
47327,1779,3894,-2115
47330,2116,19893,-17777
47331,9493,11963,-2470
47334,1295,1114,181
47335,293,2313,-2020
47336,1211,12751,-11540
47337,63,6578,-6515
47338,1068,16300,-15232
47339,182,3696,-3514
47340,1255,8949,-7694
47341,968,10020,-9052
47342,939,4746,-3807
47344,73,10735,-10662
47345,521,8929,-8408
47346,1430,7171,-5741
47348,3870,8930,-5060
47351,176,6039,-5863
47352,279,8385,-8106
47353,2148,9253,-7105
47354,559,11360,-10801
47355,1336,12135,-10799
47356,2360,10302,-7942
47357,309,10058,-9749
47358,381,6519,-6138
47359,1219,1791,-572
47360,568,1465,-897
47361,96,1912,-1816
47362,10731,6992,3739
47366,14,11062,-11048
47367,42,23342,-23300
47368,804,14535,-13731
47369,778,14248,-13470
47370,93,11172,-11079
47371,4840,0,4840
47373,873,16643,-15770
47374,18684,7351,11333
47380,667,10486,-9819
47381,71,3894,-3823
47382,62,5041,-4979
47383,1110,2320,-1210
47384,760,4271,-3511
47385,739,13352,-12613
47386,494,7759,-7265
47387,240,13311,-13071
47388,173,13181,-13008
47390,2236,4098,-1862
47392,74,5190,-5116
47393,517,2550,-2033
47394,3291,2323,968
47396,2724,7621,-4897
47401,18464,10198,8266
47403,14581,1780,12801
47404,10798,4095,6703
47405,0,99,-99
47406,5,1081,-1076
47408,8966,9754,-788
47420,81,0,81
47421,11967,3692,8275
47424,3358,1425,1933
47427,277,14170,-13893
47429,3002,10390,-7388
47431,546,12442,-11896
47432,1834,14319,-12485
47433,1411,627,784
47434,10,2896,-2886
47435,69,844,-775
47436,582,4725,-4143
47437,68,10509,-10441
47438,1562,11748,-10186
47441,3861,3252,609
47443,455,2375,-1920
47445,32,4208,-4176
47446,3740,9239,-5499
47448,3115,7526,-4411
47449,150,7806,-7656
47451,548,15960,-15412
47452,1972,4658,-2686
47453,175,11777,-11602
47454,3047,7766,-4719
47455,27,102,-75
47456,553,11364,-10811
47457,9,1236,-1227
47458,17,23463,-23446
47459,1383,8037,-6654
47460,4641,16705,-12064
47462,1732,6915,-5183
47464,155,21028,-20873
47465,153,13237,-13084
47467,0,16702,-16702
47468,634,13990,-13356
47469,697,5355,-4658
47470,588,28,560
47471,1220,1284,-64
47501,6965,10665,-3700
47512,1713,5765,-4052
47513,708,12878,-12170
47514,131,24128,-23997
47515,333,15386,-15053
47516,438,6052,-5614
47519,197,7196,-6999
47520,1158,10547,-9389
47521,341,10118,-9777
47522,131,13358,-13227
47523,1311,7918,-6607
47524,189,10517,-10328
47525,117,4315,-4198
47527,833,9601,-8768
47528,209,9111,-8902
47529,389,2087,-1698
47531,342,11241,-10899
47532,1666,9143,-7477
47535,278,9450,-9172
47537,335,5137,-4802
47541,438,2066,-1628
47542,3969,3238,731
47546,9025,2901,6124
47550,232,17479,-17247
47551,184,10341,-10157
47552,95,14604,-14509
47553,3076,9009,-5933
47557,573,14792,-14219
47558,1349,5935,-4586
47561,675,3044,-2369
47562,1685,16345,-14660
47564,573,18660,-18087
47567,2545,3579,-1034
47568,224,6388,-6164
47573,15,0,15
47574,83,12536,-12453
47575,383,17597,-17214
47576,152,11790,-11638
47577,428,11507,-11079
47578,253,12018,-11765
47579,1064,13623,-12559
47580,147,6698,-6551
47581,1370,0,1370
47584,75,0,75
47585,263,5328,-5065
47586,4862,6207,-1345
47588,343,6368,-6025
47590,200,9426,-9226
47591,10501,17127,-6626
47596,28,10950,-10922
47597,319,14906,-14587
47598,1213,13350,-12137
47601,5410,13287,-7877
47610,2028,7943,-5915
47611,349,9854,-9505
47612,253,9755,-9502
47613,974,10603,-9629
47615,721,1965,-1244
47616,82,11768,-11686
47619,713,6147,-5434
47620,5379,6389,-1010
47630,14441,8985,5456
47631,859,9319,-8460
47633,982,10549,-9567
47634,891,9331,-8440
47635,2303,8666,-6363
47637,584,7484,-6900
47638,1275,10597,-9322
47639,1636,10736,-9100
47640,360,9739,-9379
47648,1926,6569,-4643
47649,594,7199,-6605
47654,11,9052,-9041
47660,1822,7936,-6114
47665,1503,2565,-1062
47666,573,2285,-1712
47670,4618,3104,1514
47683,36,3013,-2977
47708,336,3044,-2708
47710,8023,4308,3715
47711,13338,5600,7738
47712,9726,1782,7944
47713,4475,1736,2739
47714,14425,578,13847
47715,13255,7944,5311
47720,6724,4618,2106
47725,7442,8695,-1253
47802,13048,7822,5226
47803,9032,2517,6515
47804,4662,4921,-259
47805,5488,7543,-2055
47807,5286,4410,876
47809,0,6777,-6777
47831,0,9592,-9592
47832,487,6810,-6323
47833,311,0,311
47834,7724,629,7095
47836,0,33,-33
47837,360,2088,-1728
47838,766,2995,-2229
47840,798,1021,-223
47841,1032,3447,-2415
47842,4179,1775,2404
47845,70,1038,-968
47846,215,1536,-1321
47847,424,1069,-645
47848,543,8302,-7759
47849,166,2363,-2197
47850,905,2277,-1372
47851,0,13479,-13479
47853,66,395,-329
47854,244,1109,-865
47855,392,1863,-1471
47857,105,3394,-3289
47858,438,14200,-13762
47859,305,279,26
47860,166,10260,-10094
47861,210,30,180
47862,565,707,-142
47863,94,1323,-1229
47865,1,200,-199
47866,168,2415,-2247
47868,1251,19024,-17773
47869,18,100,-82
47870,0,1705,-1705
47871,210,7721,-7511
47872,2362,3313,-951
47874,1233,552,681
47875,0,11997,-11997
47876,0,1080,-1080
47879,1431,1977,-546
47880,41,5265,-5224
47881,75,1905,-1830
47882,3216,478,2738
47884,152,3029,-2877
47885,3535,361,3174
47901,2512,2937,-425
47904,7211,8172,-961
47905,17398,837,16561
47906,25144,3016,22128
47907,0,4720,-4720
47909,16631,1725,14906
47916,13,725,-712
47917,177,258,-81
47918,2212,568,1644
47920,962,1135,-173
47921,423,638,-215
47922,556,539,17
47923,1359,294,1065
47924,109,2290,-2181
47925,7,685,-678
47926,416,8282,-7866
47928,705,1017,-312
47929,263,236,27
47930,461,214,247
47932,2233,10956,-8723
47933,11509,11743,-234
47940,610,9369,-8759
47941,490,11574,-11084
47942,297,12903,-12606
47943,296,3868,-3572
47944,1347,3167,-1820
47946,741,3488,-2747
47948,552,8341,-7789
47949,515,0,515
47950,287,0,287
47951,1135,0,1135
47952,1253,14708,-13455
47954,858,11445,-10587
47955,383,11820,-11437
47957,714,4633,-3919
47958,50,703,-653
47959,841,4802,-3961
47960,6188,1459,4729
47963,887,2602,-1715
47964,38,3957,-3919
47965,234,449,-215
47966,169,478,-309
47967,301,1203,-902
47968,423,2852,-2429
47969,118,3385,-3267
47970,763,2201,-1438
47971,719,214,505
47974,412,527,-115
47975,338,2567,-2229
47977,936,4632,-3696
47978,4165,6903,-2738
47980,448,6031,-5583
47981,299,2337,-2038
47982,57,73,-16
47983,32,825,-793
47986,0,3647,-3647
47987,1545,50,1495
47989,417,1759,-1342
47990,619,2190,-1571
47991,475,115,360
47992,568,1779,-1211
47993,1418,702,716
47994,180,451,-271
47995,665,1261,-596
47997,58,5586,-5528
48001,5142,12989,-7847
48002,1226,13091,-11865
48003,2185,1876,309
48005,1823,551,1272
48006,1411,2764,-1353
48009,9383,2275,7108
48014,1718,616,1102
48015,3664,4496,-832
48017,5854,961,4893
48021,13351,2457,10894
48022,1064,2028,-964
48023,1959,3251,-1292
48025,5679,2075,3604
48026,6337,995,5342
48027,1206,3957,-2751
48028,490,541,-51
48030,6801,0,6801
48032,771,564,207
48033,7628,1384,6244
48034,7619,189,7430
48035,14668,16935,-2267
48036,9024,11153,-2129
48038,20491,0,20491
48039,3333,459,2874
48040,4371,164,4207
48041,1667,1289,378
48042,11216,4842,6374
48043,6506,116,6390
48044,19402,1213,18189
48045,11738,2365,9373
48047,15562,483,15079
48048,3183,180,3003
48049,2229,585,1644
48050,574,2116,-1542
48051,6576,676,5900
48054,2928,4827,-1899
48059,6130,726,5404
48060,16558,3067,13491
48062,3387,357,3030
48063,1545,563,982
48064,1422,568,854
48065,4623,1706,2917
48066,21020,1079,19941
48067,12556,778,11778
48069,1175,699,476
48070,2363,3,2360
48071,13487,1779,11708
48072,7067,526,6541
48073,16458,3092,13366
48074,3634,582,3052
48075,9654,782,8872
48076,9996,468,9528
48079,4950,3758,1192
48080,10882,346,10536
48081,8968,1388,7580
48082,7183,1752,5431
48083,9677,1632,8045
48084,6646,1422,5224
48085,9111,490,8621
48088,9641,455,9186
48089,12774,505,12269
48091,11388,2069,9319
48092,10510,315,10195
48093,10189,524,9665
48094,7749,818,6931
48095,1983,3675,-1692
48096,1612,710,902
48097,2182,4672,-2490
48098,7315,613,6702
48101,11796,319,11477
48103,23876,2294,21582
48104,17660,4130,13530
48105,15170,1331,13839
48108,11879,8044,3835
48109,114,900,-786
48111,18131,15,18116
48114,8013,2548,5465
48116,11092,904,10188
48117,4210,918,3292
48118,5433,6456,-1023
48120,2610,2352,258
48122,4536,1017,3519
48124,13389,19544,-6155
48125,8133,8,8125
48126,14607,5716,8891
48127,13804,1346,12458
48128,4343,1257,3086
48130,5913,499,5414
48131,3441,832,2609
48133,2135,883,1252
48134,8825,4973,3852
48135,10979,7590,3389
48137,1926,6941,-5015
48138,4241,5690,-1449
48139,61,335,-274
48140,1286,8165,-6879
48141,9031,15965,-6934
48143,64,339,-275
48144,3999,6400,-2401
48145,1231,2396,-1165
48146,15284,2728,12556
48150,10405,2167,8238
48152,12454,1658,10796
48154,14593,957,13636
48157,591,35,556
48158,3145,252,2893
48159,986,6849,-5863
48160,4920,5264,-344
48161,11207,314,10893
48162,11908,909,10999
48164,3194,17131,-13937
48165,3221,453,2768
48166,4739,585,4154
48167,9904,8044,1860
48168,8844,663,8181
48169,8307,1794,6513
48170,17498,11359,6139
48173,4892,48,4844
48174,11897,703,11194
48176,8372,2921,5451
48177,113,583,-470
48178,13451,103,13348
48179,1419,3788,-2369
48180,24643,1618,23025
48182,8443,949,7494
48183,17721,601,17120
48184,7025,6817,208
48185,21729,2891,18838
48186,13534,1882,11652
48187,19352,2661,16691
48188,16136,1666,14470
48189,6064,376,5688
48190,76,869,-793
48191,1487,2451,-964
48192,10922,545,10377
48193,6490,727,5763
48195,12566,1122,11444
48197,26626,1665,24961
48198,16542,2078,14464
48201,7741,699,7042
48202,7202,4334,2868
48203,8873,58,8815
48204,8929,598,8331
48205,12504,10598,1906
48206,6325,15113,-8788
48207,10718,16091,-5373
48208,3904,7776,-3872
48209,9081,3549,5532
48210,8031,14625,-6594
48211,1855,0,1855
48212,11484,1628,9856
48213,7572,9146,-1574
48214,9542,8180,1362
48215,4534,6301,-1767
48216,2504,9877,-7373
48217,2707,4202,-1495
48218,2894,6786,-3892
48219,17738,17360,378
48220,11317,6893,4424
48221,15383,833,14550
48223,9482,1334,8148
48224,13189,1783,11406
48225,5660,7985,-2325
48226,3880,10967,-7087
48227,15118,8385,6733
48228,19253,2241,17012
48229,3421,12247,-8826
48230,6919,11343,-4424
48233,0,810,-810
48234,12432,35,12397
48235,17830,2188,15642
48236,12209,583,11626
48237,12262,817,11445
48238,10052,2981,7071
48239,13866,1111,12755
48240,6566,729,5837
48242,0,851,-851
48243,0,8489,-8489
48301,5879,9191,-3312
48302,6558,3595,2963
48304,6556,1193,5363
48306,9666,1725,7941
48307,17983,890,17093
48309,11203,2174,9029
48310,14882,3019,11863
48312,13677,5693,7984
48313,13724,10061,3663
48314,8846,603,8243
48315,10696,1050,9646
48316,11122,442,10680
48317,12256,2522,9734
48320,2106,2622,-516
48322,12610,1363,11247
48323,6191,2352,3839
48324,6515,7273,-758
48326,10939,667,10272
48327,9373,528,8845
48328,11393,1452,9941
48329,9696,2429,7267
48331,9152,201,8951
48334,8028,1712,6316
48335,11033,5865,5168
48336,11723,858,10865
48340,10690,3428,7262
48341,7735,1050,6685
48342,6169,1790,4379
48346,9249,131,9118
48348,8782,23,8759
48350,2781,1370,1411
48353,2766,3511,-745
48356,3107,4759,-1652
48357,3226,5965,-2739
48359,4090,2560,1530
48360,4677,2595,2082
48362,5830,8,5822
48363,2283,10326,-8043
48367,1601,2284,-683
48370,534,1310,-776
48371,9477,656,8821
48374,5661,5597,64
48375,9793,7242,2551
48377,8835,809,8026
48380,2767,7006,-4239
48381,5479,1621,3858
48382,8450,784,7666
48383,4620,1224,3396
48386,7238,3974,3264
48390,10426,2180,8246
48393,8736,2104,6632
48401,603,1259,-656
48410,55,490,-435
48411,28,3741,-3713
48412,2056,0,2056
48413,2883,1854,1029
48414,1046,4175,-3129
48415,3468,1174,2294
48416,1937,3679,-1742
48417,1112,719,393
48418,1556,113,1443
48419,971,191,780
48420,8784,1550,7234
48421,2472,43,2429
48422,2517,14237,-11720
48423,14412,903,13509
48426,374,536,-162
48427,1162,4276,-3114
48428,2067,1729,338
48429,3786,179,3607
48430,15207,812,14395
48432,248,15012,-14764
48433,10141,9043,1098
48434,66,14977,-14911
48435,872,1028,-156
48436,1541,14961,-13420
48437,262,5231,-4969
48438,2544,449,2095
48439,21012,2285,18727
48440,75,1107,-1032
48441,1595,4163,-2568
48442,9076,972,8104
48444,3701,1158,2543
48445,501,949,-448
48446,12065,760,11305
48449,1018,1722,-704
48450,2261,1104,1157
48451,5493,604,4889
48453,2012,3434,-1422
48454,462,864,-402
48455,3160,5567,-2407
48456,295,1811,-1516
48457,3234,1273,1961
48458,7757,2191,5566
48460,1049,298,751
48461,3047,1423,1624
48462,4873,2273,2600
48463,1798,2258,-460
48464,836,988,-152
48465,219,1410,-1191
48466,632,1538,-906
48467,1220,673,547
48468,530,1401,-871
48469,596,883,-287
48470,278,123,155
48471,2313,502,1811
48472,597,0,597
48473,9652,743,8909
48475,1015,1906,-891
48476,205,1170,-965
48502,55,1562,-1507
48503,9609,367,9242
48504,10115,2173,7942
48505,7247,2124,5123
48506,9904,798,9106
48507,12357,862,11495
48509,3871,1360,2511
48519,3245,380,2865
48529,3791,1337,2454
48532,8214,266,7948
48601,13450,190,13260
48602,11283,1156,10127
48603,12244,1210,11034
48604,4283,1975,2308
48607,677,5915,-5238
48609,5290,688,4602
48610,1484,512,972
48611,2692,58,2634
48612,3625,6171,-2546
48613,385,2646,-2261
48614,447,360,87
48615,1095,1596,-501
48616,3055,965,2090
48617,3293,3549,-256
48618,2095,6996,-4901
48619,255,729,-474
48620,56,1062,-1006
48621,398,104,294
48622,2171,6945,-4774
48623,5119,7203,-2084
48624,6693,479,6214
48625,5093,5347,-254
48626,2278,28,2250
48627,47,6244,-6197
48628,820,451,369
48629,3637,3117,520
48630,26,598,-572
48631,1826,1399,427
48632,2058,2970,-912
48633,101,1516,-1415
48634,1968,3147,-1179
48635,771,1765,-994
48636,350,6135,-5785
48637,1242,1202,40
48638,5938,3917,2021
48640,13108,140,12968
48642,13844,1491,12353
48647,1478,4798,-3320
48649,546,688,-142
48650,2792,825,1967
48651,1995,1155,840
48652,769,11576,-10807
48653,4545,631,3914
48654,1023,1977,-954
48655,2290,1413,877
48656,1818,5134,-3316
48657,3086,2208,878
48658,2006,465,1541
48659,919,4572,-3653
48661,4417,3178,1239
48662,555,5491,-4936
48701,541,623,-82
48703,1434,810,624
48705,221,3072,-2851
48706,16908,685,16223
48708,11366,374,10992
48710,0,3600,-3600
48720,419,895,-476
48721,204,652,-448
48722,1310,4232,-2922
48723,4964,2558,2406
48724,355,11793,-11438
48725,1059,10248,-9189
48726,2165,2793,-628
48727,366,2354,-1988
48728,157,2258,-2101
48729,579,16036,-15457
48730,2234,16120,-13886
48731,661,1170,-509
48732,5140,11176,-6036
48733,643,9704,-9061
48734,3214,7395,-4181
48735,438,0,438
48737,589,1118,-529
48738,557,637,-80
48739,1777,2691,-914
48740,1099,593,506
48741,789,15260,-14471
48742,752,15551,-14799
48743,27,9729,-9702
48744,1802,7954,-6152
48745,554,895,-341
48746,3223,1301,1922
48747,595,1062,-467
48748,670,884,-214
48749,482,2087,-1605
48750,4305,644,3661
48754,362,1061,-699
48755,1248,1748,-500
48756,1738,1760,-22
48757,1586,7961,-6375
48759,1537,4027,-2490
48760,542,24,518
48761,427,439,-12
48762,487,2962,-2475
48763,1921,3464,-1543
48765,263,9132,-8869
48766,529,14491,-13962
48767,914,16018,-15104
48768,3634,12919,-9285
48770,633,11760,-11127
48801,5181,12132,-6951
48806,645,15419,-14774
48807,360,9528,-9168
48808,3004,6896,-3892
48809,4063,11307,-7244
48811,1255,10672,-9417
48813,7618,8732,-1114
48815,814,3782,-2968
48816,180,11778,-11598
48817,2395,11582,-9187
48818,983,8463,-7480
48819,909,78,831
48820,6671,530,6141
48821,2421,287,2134
48822,911,1223,-312
48823,21619,1809,19810
48824,0,820,-820
48825,0,1408,-1408
48827,6033,242,5791
48829,1337,444,893
48831,1382,821,561
48832,543,1282,-739
48834,754,1068,-314
48835,1069,379,690
48836,5149,550,4599
48837,8579,223,8356
48838,7197,34,7163
48840,6095,137,5958
48841,304,1043,-739
48842,9250,625,8625
48843,17798,2325,15473
48845,290,455,-165
48846,6745,1507,5238
48847,2205,49,2156
48848,2847,1620,1227
48849,2096,211,1885
48850,1700,1242,458
48851,922,310,612
48852,66,1018,-952
48853,254,736,-482
48854,7413,306,7107
48855,5716,2180,3536
48856,305,732,-427
48857,1277,681,596
48858,16860,3484,13376
48859,24,885,-861
48860,546,2055,-1509
48861,733,1328,-595
48862,2,3077,-3075
48864,8912,794,8118
48865,654,290,364
48866,1729,1152,577
48867,11425,478,10947
48870,68,1413,-1345
48871,822,2613,-1791
48872,2518,5921,-3403
48873,433,2052,-1619
48874,72,983,-911
48875,4117,1631,2486
48876,1745,31,1714
48877,860,244,616
48878,627,1194,-567
48879,6819,878,5941
48880,2625,64,2561
48881,2047,541,1506
48883,2664,1427,1237
48884,1647,2792,-1145
48885,425,521,-96
48886,708,804,-96
48888,2517,1795,722
48889,618,846,-228
48890,735,15612,-14877
48891,1036,13651,-12615
48892,1936,915,1021
48893,2128,763,1365
48894,746,2340,-1594
48895,4720,470,4250
48896,89,332,-243
48897,590,1895,-1305
48906,10638,10065,573
48910,15183,1687,13496
48911,16400,172,16228
48912,8025,3292,4733
48915,4012,694,3318
48917,15362,1228,14134
48933,1583,364,1219
49001,8956,41,8915
49002,8281,313,7968
49004,7268,611,6657
49006,10340,3950,6390
49007,4384,6390,-2006
49008,6614,101,6513
49009,19129,456,18673
49010,6681,371,6310
49011,941,512,429
49012,1353,2896,-1543
49013,1799,159,1640
49014,8246,693,7553
49015,11590,756,10834
49017,8605,776,7829
49021,2279,7910,-5631
49022,12857,252,12605
49024,12427,4213,8214
49026,849,3032,-2183
49027,83,347,-264
49028,2252,362,1890
49029,539,546,-7
49030,882,1595,-713
49031,3280,837,2443
49032,1121,69,1052
49033,712,1949,-1237
49034,871,760,111
49036,9346,275,9071
49037,8798,974,7824
49038,3755,813,2942
49040,1204,1735,-531
49042,1892,187,1705
49043,893,790,103
49045,2410,259,2151
49046,3021,289,2732
49047,6053,49,6004
49048,9514,1731,7783
49050,499,1015,-516
49051,912,246,666
49052,339,629,-290
49053,2790,6897,-4107
49055,2394,824,1570
49056,1190,50,1140
49057,2101,857,1244
49058,7361,822,6539
49060,906,2159,-1253
49061,640,725,-85
49063,40,1837,-1797
49064,1363,252,1111
49065,2862,8238,-5376
49066,256,1101,-845
49067,1609,106,1503
49068,6383,197,6186
49070,869,911,-42
49071,4145,129,4016
49072,1133,947,186
49073,1924,4920,-2996
49074,63,2874,-2811
49075,81,135,-54
49076,1397,280,1117
49078,3823,1351,2472
49079,4869,122,4747
49080,6174,367,5807
49082,2359,574,1785
49083,2950,242,2708
49084,12,327,-315
49085,10055,231,9824
49087,2232,417,1815
49088,1364,19,1345
49089,656,140,516
49090,5710,606,5104
49091,7620,90,7530
49092,746,159,587
49093,7404,57,7347
49094,1408,441,967
49095,914,7584,-6670
49096,1133,326,807
49097,4641,118,4523
49098,2244,117,2127
49099,2446,389,2057
49101,1238,394,844
49102,648,4052,-3404
49103,4166,237,3929
49104,0,183,-183
