Zipcode,Median Income ,Old Median Income,Growth
ZCTA5 85021,16273,831,15442
ZCTA5 85022,23116,241,22875
ZCTA5 85023,13599,40,13559
ZCTA5 85024,10054,112,9942
ZCTA5 85026,0,432,-432
ZCTA5 85027,16102,240,15862
ZCTA5 85028,7557,245,7312
ZCTA5 85029,18414,130,18284
ZCTA5 85031,8495,181,8314
ZCTA5 85032,28279,0,28279
ZCTA5 85033,16404,131,16273
ZCTA5 85034,2331,44,2287
ZCTA5 85035,15445,6,15439
ZCTA5 85037,14939,203,14736
ZCTA5 85040,10761,442,10319
ZCTA5 85041,17994,73,17921
ZCTA5 85042,14847,48,14799
ZCTA5 85043,10796,19,10777
ZCTA5 85044,17275,112,17163
ZCTA5 85045,2609,3306,-697
ZCTA5 85048,13195,330,12865
ZCTA5 85050,11738,123,11615
ZCTA5 85051,15641,365,15276
ZCTA5 85053,11127,20,11107
ZCTA5 85054,4201,607,3594
ZCTA5 85083,6476,92,6384
ZCTA5 85085,10265,0,10265
ZCTA5 85086,15500,263,15237
ZCTA5 85087,3366,45,3321
ZCTA5 85118,6303,3320,2983
ZCTA5 85119,10377,109,10268
ZCTA5 85120,13622,256,13366
ZCTA5 85121,640,256,384
ZCTA5 85122,19441,140,19301
ZCTA5 85123,3874,641,3233
ZCTA5 85128,5062,91,4971
ZCTA5 85131,3334,212,3122
ZCTA5 85132,8913,371,8542
ZCTA5 85135,141,580,-439
ZCTA5 85137,908,86,822
ZCTA5 85138,14714,230,14484
ZCTA5 85139,6265,2714,3551
ZCTA5 85140,14790,247,14543
ZCTA5 85141,140,221,-81
ZCTA5 85142,23923,12,23911
ZCTA5 85143,12917,477,12440
ZCTA5 85145,1124,162,962
ZCTA5 85147,1237,703,534
ZCTA5 85172,618,17,601
ZCTA5 85173,1284,109,1175
ZCTA5 85191,45,277,-232
ZCTA5 85192,956,356,600
ZCTA5 85193,1489,90,1399
ZCTA5 85194,2966,14112,-11146
ZCTA5 85201,21388,452,20936
ZCTA5 85202,16480,0,16480
ZCTA5 85203,13093,0,13093
ZCTA5 85204,23207,10285,12922
ZCTA5 85205,18992,9433,9559
ZCTA5 85206,15656,2121,13535
ZCTA5 85207,18678,54,18624
ZCTA5 85208,14686,11464,3222
ZCTA5 85209,17164,9048,8116
ZCTA5 85210,15326,284,15042
ZCTA5 85212,13299,5182,8117
ZCTA5 85213,13172,400,12772
ZCTA5 85215,7409,1074,6335
ZCTA5 85224,20077,66,20011
ZCTA5 85225,27448,128,27320
ZCTA5 85226,16284,572,15712
ZCTA5 85233,14552,185,14367
ZCTA5 85234,17100,192,16908
ZCTA5 85236,0,604,-604
ZCTA5 85248,17310,8501,8809
ZCTA5 85249,15533,52,15481
ZCTA5 85250,8212,15,8197
ZCTA5 85251,21337,68,21269
ZCTA5 85253,7462,210,7252
ZCTA5 85254,18581,134,18447
ZCTA5 85255,17959,58,17901
ZCTA5 85256,1380,503,877
ZCTA5 85257,14674,127,14547
ZCTA5 85258,12331,694,11637
ZCTA5 85259,9650,1328,8322
ZCTA5 85260,17996,1395,16601
ZCTA5 85262,6010,377,5633
ZCTA5 85263,1674,602,1072
ZCTA5 85264,370,1032,-662
ZCTA5 85266,5247,152,5095
ZCTA5 85268,11048,5,11043
ZCTA5 85281,26312,25,26287
ZCTA5 85282,23101,48,23053
ZCTA5 85283,19006,10,18996
ZCTA5 85284,7070,77,6993
ZCTA5 85286,16256,7776,8480
ZCTA5 85295,17654,3451,14203
ZCTA5 85296,16227,431,15796
ZCTA5 85297,10276,699,9577
ZCTA5 85298,13223,3939,9284
ZCTA5 85301,22028,16567,5461
ZCTA5 85302,14502,0,14502
ZCTA5 85303,10001,73,9928
ZCTA5 85304,9494,51,9443
ZCTA5 85305,4631,9,4622
ZCTA5 85306,8985,10,8975
ZCTA5 85307,4005,179,3826
ZCTA5 85308,24944,115,24829
ZCTA5 85309,0,708,-708
ZCTA5 85310,6758,74,6684
ZCTA5 85320,249,68,181
ZCTA5 85321,1607,501,1106
ZCTA5 85322,186,33,153
ZCTA5 85323,13468,24,13444
ZCTA5 85324,1233,6315,-5082
ZCTA5 85325,655,92,563
ZCTA5 85326,19376,23,19353
ZCTA5 85328,117,548,-431
ZCTA5 85329,809,20,789
ZCTA5 85331,12124,9985,2139
ZCTA5 85332,810,11019,-10209
ZCTA5 85333,236,6102,-5866
ZCTA5 85334,558,12964,-12406
ZCTA5 85335,11300,1636,9664
ZCTA5 85336,3085,1264,1821
ZCTA5 85337,799,633,166
ZCTA5 85338,19110,11995,7115
ZCTA5 85339,14482,2195,12287
ZCTA5 85340,11398,41,11357
ZCTA5 85341,16,733,-717
ZCTA5 85342,854,299,555
ZCTA5 85343,30,48,-18
ZCTA5 85344,4304,48,4256
ZCTA5 85345,22323,615,21708
ZCTA5 85346,1341,4281,-2940
ZCTA5 85347,180,4,176
ZCTA5 85348,1261,44,1217
ZCTA5 85349,6027,0,6027
ZCTA5 85350,5730,91,5639
ZCTA5 85351,17400,430,16970
ZCTA5 85352,156,0,156
ZCTA5 85353,11274,581,10693
ZCTA5 85354,2432,14593,-12161
ZCTA5 85355,3983,552,3431
ZCTA5 85356,1896,1334,562
ZCTA5 85357,311,115,196
ZCTA5 85360,36,1010,-974
ZCTA5 85361,2319,843,1476
ZCTA5 85362,437,176,261
ZCTA5 85363,2588,64,2524
ZCTA5 85364,26634,0,26634
ZCTA5 85365,18889,115,18774
ZCTA5 85367,9894,407,9487
ZCTA5 85371,131,974,-843
ZCTA5 85373,9223,130,9093
ZCTA5 85374,18619,1015,17604
ZCTA5 85375,15811,75,15736
ZCTA5 85377,1797,309,1488
ZCTA5 85378,4018,999,3019
ZCTA5 85379,14871,165,14706
ZCTA5 85381,10433,14,10419
ZCTA5 85382,17240,8,17232
ZCTA5 85383,21972,98,21874
ZCTA5 85387,6181,3772,2409
ZCTA5 85388,10011,1123,8888
ZCTA5 85390,4424,86,4338
ZCTA5 85392,13267,131,13136
ZCTA5 85395,12412,16,12396
ZCTA5 85396,10599,132,10467
ZCTA5 85501,5181,81,5100
ZCTA5 85530,464,2034,-1570
ZCTA5 85531,243,222,21
ZCTA5 85532,111,61,50
ZCTA5 85533,1132,0,1132
ZCTA5 85534,931,2577,-1646
ZCTA5 85535,0,37,-37
ZCTA5 85536,160,27,133
ZCTA5 85539,1207,32,1175
ZCTA5 85540,1158,1289,-131
ZCTA5 85541,10712,76,10636
ZCTA5 85542,746,43,703
ZCTA5 85543,1435,157,1278
ZCTA5 85544,1419,114,1305
ZCTA5 85545,377,0,377
ZCTA5 85546,6231,14,6217
ZCTA5 85550,1300,18,1282
ZCTA5 85551,131,542,-411
ZCTA5 85552,2069,56,2013
ZCTA5 85553,883,67,816
ZCTA5 85554,276,15,261
ZCTA5 85601,330,189,141
ZCTA5 85602,4131,903,3228
ZCTA5 85603,3229,48,3181
ZCTA5 85605,228,412,-184
ZCTA5 85606,361,10793,-10432
ZCTA5 85607,5519,471,5048
ZCTA5 85608,0,146,-146
ZCTA5 85609,195,6370,-6175
ZCTA5 85610,311,301,10
ZCTA5 85611,586,571,15
ZCTA5 85613,882,125,757
ZCTA5 85614,13132,6989,6143
ZCTA5 85615,3781,11646,-7865
ZCTA5 85616,2271,187,2084
ZCTA5 85617,554,15053,-14499
ZCTA5 85618,541,14186,-13645
ZCTA5 85619,17,52,-35
ZCTA5 85620,334,384,-50
ZCTA5 85621,7482,922,6560
ZCTA5 85622,3576,429,3147
ZCTA5 85623,2304,937,1367
ZCTA5 85624,672,61,611
ZCTA5 85625,969,389,580
ZCTA5 85626,353,0,353
ZCTA5 85627,179,6327,-6148
ZCTA5 85629,9152,3451,5701
ZCTA5 85630,876,13536,-12660
ZCTA5 85631,1609,18990,-17381
ZCTA5 85632,384,12877,-12493
ZCTA5 85633,12,110,-98
ZCTA5 85634,1650,1322,328
ZCTA5 85635,15395,449,14946
ZCTA5 85637,464,492,-28
ZCTA5 85638,793,6589,-5796
ZCTA5 85639,104,654,-550
ZCTA5 85640,43,232,-189
ZCTA5 85641,9993,142,9851
ZCTA5 85643,3087,8755,-5668
ZCTA5 85645,627,1283,-656
ZCTA5 85646,660,19127,-18467
ZCTA5 85648,6669,55,6614
ZCTA5 85650,5929,4577,1352
ZCTA5 85653,6626,1782,4844
ZCTA5 85654,0,18245,-18245
ZCTA5 85658,6457,9088,-2631
ZCTA5 85701,2939,7715,-4776
ZCTA5 85704,15821,1150,14671
ZCTA5 85705,24779,1556,23223
ZCTA5 85706,18211,14342,3869
ZCTA5 85707,0,13798,-13798
ZCTA5 85708,1309,21210,-19901
ZCTA5 85709,0,14174,-14174
ZCTA5 85710,24664,8815,15849
ZCTA5 85711,17570,12103,5467
ZCTA5 85712,16437,23744,-7307
ZCTA5 85713,16496,3627,12869
ZCTA5 85714,5561,20697,-15136
ZCTA5 85715,8581,9816,-1235
ZCTA5 85716,15729,18076,-2347
ZCTA5 85718,12747,23003,-10256
ZCTA5 85719,18548,7779,10769
ZCTA5 85721,0,19849,-19849
ZCTA5 85723,0,9088,-9088
ZCTA5 85724,0,23961,-23961
ZCTA5 85726,0,16739,-16739
ZCTA5 85730,15441,22396,-6955
ZCTA5 85734,0,287,-287
ZCTA5 85735,4060,14698,-10638
ZCTA5 85736,1794,19207,-17413
ZCTA5 85737,9666,11112,-1446
ZCTA5 85739,8471,14704,-6233
ZCTA5 85741,14053,11982,2071
ZCTA5 85742,11516,10251,1265
ZCTA5 85743,11768,4256,7512
ZCTA5 85745,16314,10591,5723
ZCTA5 85746,15645,9058,6587
ZCTA5 85747,8791,9859,-1068
ZCTA5 85748,8082,3446,4636
ZCTA5 85749,7663,7661,2
ZCTA5 85750,11659,9105,2554
ZCTA5 85755,7731,7003,728
ZCTA5 85756,11200,18561,-7361
ZCTA5 85757,6448,14709,-8261
ZCTA5 85901,7494,12146,-4652
ZCTA5 85902,0,8876,-8876
ZCTA5 85911,333,63,270
ZCTA5 85912,98,3395,-3297
ZCTA5 85920,293,9844,-9551
ZCTA5 85922,44,9250,-9206
ZCTA5 85923,229,750,-521
ZCTA5 85924,892,13439,-12547
ZCTA5 85925,1447,80,1367
ZCTA5 85926,251,2349,-2098
ZCTA5 85927,39,170,-131
ZCTA5 85928,211,54,157
ZCTA5 85929,3226,113,3113
ZCTA5 85930,306,575,-269
ZCTA5 85931,96,167,-71
ZCTA5 85932,181,611,-430
ZCTA5 85933,1373,269,1104
ZCTA5 85934,236,0,236
ZCTA5 85935,2003,5300,-3297
ZCTA5 85936,928,0,928
ZCTA5 85937,2786,54,2732
ZCTA5 85938,873,9221,-8348
ZCTA5 85939,1445,6571,-5126
ZCTA5 85940,477,90,387
ZCTA5 85941,2739,4479,-1740
ZCTA5 85942,0,318,-318
ZCTA5 86001,12703,118,12585
ZCTA5 86003,29,184,-155
ZCTA5 86004,13863,168,13695
ZCTA5 86005,6607,1868,4739
ZCTA5 86011,33,87,-54
ZCTA5 86015,545,1570,-1025
ZCTA5 86016,19,35,-16
ZCTA5 86017,493,244,249
ZCTA5 86018,333,67,266
ZCTA5 86020,635,4486,-3851
ZCTA5 86021,708,138,570
ZCTA5 86022,752,296,456
ZCTA5 86023,453,124,329
ZCTA5 86024,485,279,206
ZCTA5 86025,1686,65,1621
ZCTA5 86028,15,2619,-2604
ZCTA5 86029,27,96,-69
ZCTA5 86030,278,13708,-13430
ZCTA5 86031,646,6443,-5797
ZCTA5 86032,578,9780,-9202
ZCTA5 86033,2584,13139,-10555
ZCTA5 86034,535,0,535
ZCTA5 86035,572,721,-149
ZCTA5 86036,88,406,-318
ZCTA5 86038,39,4124,-4085
ZCTA5 86039,537,340,197
ZCTA5 86040,3777,1131,2646
ZCTA5 86042,628,5849,-5221
ZCTA5 86043,589,23,566
ZCTA5 86044,1120,3271,-2151
ZCTA5 86045,3300,686,2614
ZCTA5 86046,2438,1233,1205
ZCTA5 86047,4118,79,4039
ZCTA5 86052,0,3532,-3532
ZCTA5 86053,716,5245,-4529
ZCTA5 86054,578,2135,-1557
ZCTA5 86301,11194,17538,-6344
ZCTA5 86303,9352,11601,-2249
ZCTA5 86305,8549,12920,-4371
ZCTA5 86313,0,4242,-4242
ZCTA5 86314,15876,15256,620
ZCTA5 86315,3689,690,2999
ZCTA5 86320,1240,10018,-8778
ZCTA5 86321,878,9156,-8278
ZCTA5 86322,4308,3582,726
ZCTA5 86323,8248,9359,-1111
ZCTA5 86324,2375,12428,-10053
ZCTA5 86325,2502,9574,-7072
ZCTA5 86326,11417,0,11417
ZCTA5 86327,4726,4480,246
ZCTA5 86329,454,1893,-1439
ZCTA5 86331,226,1881,-1655
ZCTA5 86332,1030,7565,-6535
ZCTA5 86333,2635,8132,-5497
ZCTA5 86334,1773,4821,-3048
ZCTA5 86335,2462,1894,568
ZCTA5 86336,5647,155,5492
ZCTA5 86337,747,884,-137
ZCTA5 86338,261,22,239
ZCTA5 86343,61,508,-447
ZCTA5 86351,3407,78,3329
ZCTA5 86401,11657,173,11484
ZCTA5 86403,8197,138,8059
ZCTA5 86404,8365,14,8351
ZCTA5 86406,11683,508,11175
ZCTA5 86409,12832,68,12764
ZCTA5 86411,202,43,159
ZCTA5 86413,4914,691,4223
ZCTA5 86426,6588,1470,5118
ZCTA5 86429,3968,12832,-8864
ZCTA5 86431,189,11617,-11428
ZCTA5 86432,1852,16399,-14547
ZCTA5 86433,26,23101,-23075
ZCTA5 86434,518,15224,-14706
ZCTA5 86435,0,18404,-18404
ZCTA5 86436,763,11361,-10598
ZCTA5 86437,23,14085,-14062
ZCTA5 86438,338,2109,-1771
ZCTA5 86440,3255,21919,-18664
ZCTA5 86441,924,9451,-8527
ZCTA5 86442,14982,5030,9952
ZCTA5 86443,0,3972,-3972
ZCTA5 86444,786,6957,-6171
ZCTA5 86445,129,17051,-16922
ZCTA5 86502,300,9135,-8835
ZCTA5 86503,3005,15300,-12295
ZCTA5 86504,1599,23964,-22365
ZCTA5 86505,1963,16808,-14845
ZCTA5 86506,422,1492,-1070
ZCTA5 86507,576,17071,-16495
ZCTA5 86508,182,10814,-10632
ZCTA5 86510,1323,17520,-16197
ZCTA5 86511,951,20954,-20003
ZCTA5 86512,714,25295,-24581
ZCTA5 86514,873,21691,-20818
ZCTA5 86515,994,14959,-13965
ZCTA5 86520,706,13961,-13255
ZCTA5 86535,343,11136,-10793
ZCTA5 86538,554,12921,-12367
ZCTA5 86540,228,12753,-12525
ZCTA5 86544,356,25877,-25521
ZCTA5 86545,340,13271,-12931
ZCTA5 86547,266,18334,-18068
ZCTA5 86556,560,16366,-15806
ZCTA5 87001,1061,12252,-11191
ZCTA5 87002,7501,11804,-4303
ZCTA5 87004,4693,3308,1385
ZCTA5 87005,67,9497,-9430
ZCTA5 87006,305,19798,-19493
ZCTA5 87007,309,16318,-16009
ZCTA5 87008,1157,25526,-24369
ZCTA5 87010,615,15312,-14697
ZCTA5 87011,0,28793,-28793
ZCTA5 87012,190,16459,-16269
ZCTA5 87013,1557,11284,-9727
ZCTA5 87014,259,16643,-16384
ZCTA5 87015,5929,3769,2160
ZCTA5 87016,1088,15764,-14676
ZCTA5 87017,154,973,-819
ZCTA5 87018,196,9563,-9367
ZCTA5 87020,3430,7173,-3743
ZCTA5 87021,917,9145,-8228
ZCTA5 87022,217,13245,-13028
ZCTA5 87023,182,10574,-10392
ZCTA5 87024,615,14652,-14037
ZCTA5 87025,629,24110,-23481
ZCTA5 87026,1124,1470,-346
ZCTA5 87027,157,12514,-12357
ZCTA5 87028,49,13369,-13320
ZCTA5 87029,160,0,160
ZCTA5 87031,14324,0,14324
ZCTA5 87032,92,3195,-3103
ZCTA5 87034,705,0,705
ZCTA5 87035,2301,33,2268
ZCTA5 87036,584,0,584
ZCTA5 87037,441,2797,-2356
ZCTA5 87038,73,0,73
ZCTA5 87040,146,24399,-24253
ZCTA5 87041,319,8486,-8167
ZCTA5 87042,1376,3569,-2193
ZCTA5 87043,1909,5506,-3597
ZCTA5 87044,73,12987,-12914
ZCTA5 87045,488,11458,-10970
ZCTA5 87046,74,7787,-7713
ZCTA5 87047,1897,13354,-11457
ZCTA5 87048,3673,6347,-2674
ZCTA5 87049,68,7275,-7207
ZCTA5 87051,424,13540,-13116
ZCTA5 87052,548,12052,-11504
ZCTA5 87053,345,6956,-6611
ZCTA5 87056,496,16256,-15760
ZCTA5 87059,4056,3410,646
ZCTA5 87060,0,8856,-8856
ZCTA5 87061,132,31533,-31401
ZCTA5 87062,538,9320,-8782
ZCTA5 87063,110,18161,-18051
ZCTA5 87064,55,10366,-10311
ZCTA5 87068,1904,15229,-13325
ZCTA5 87070,9,0,9
ZCTA5 87072,177,6935,-6758
ZCTA5 87083,238,14089,-13851
ZCTA5 87101,0,6445,-6445
ZCTA5 87102,9798,8906,892
ZCTA5 87104,5856,9412,-3556
ZCTA5 87105,18886,15178,3708
ZCTA5 87106,11909,16562,-4653
ZCTA5 87107,12334,16003,-3669
ZCTA5 87108,17128,23925,-6797
ZCTA5 87109,18919,2468,16451
ZCTA5 87110,18135,14003,4132
ZCTA5 87111,25998,12523,13475
ZCTA5 87112,18760,6705,12055
ZCTA5 87113,6417,12245,-5828
ZCTA5 87114,26615,10925,15690
ZCTA5 87116,1384,7117,-5733
ZCTA5 87117,0,6658,-6658
ZCTA5 87120,25860,5923,19937
ZCTA5 87121,25665,4313,21352
ZCTA5 87122,6559,5544,1015
ZCTA5 87123,18500,13686,4814
ZCTA5 87124,21614,9678,11936
ZCTA5 87144,16204,14097,2107
ZCTA5 87151,0,14312,-14312
ZCTA5 87301,7428,5556,1872
ZCTA5 87305,601,17280,-16679
ZCTA5 87310,288,11400,-11112
ZCTA5 87311,1241,14013,-12772
ZCTA5 87312,171,0,171
ZCTA5 87313,1614,10726,-9112
ZCTA5 87315,56,7953,-7897
ZCTA5 87316,485,6498,-6013
ZCTA5 87317,329,12078,-11749
ZCTA5 87319,735,10499,-9764
ZCTA5 87320,193,8605,-8412
ZCTA5 87321,725,12356,-11631
ZCTA5 87322,137,10189,-10052
ZCTA5 87323,1388,5061,-3673
ZCTA5 87325,672,15951,-15279
ZCTA5 87326,591,20815,-20224
ZCTA5 87327,1804,14332,-12528
ZCTA5 87328,800,18866,-18066
ZCTA5 87347,117,26972,-26855
ZCTA5 87357,327,16455,-16128
ZCTA5 87364,497,4360,-3863
ZCTA5 87365,22,9368,-9346
ZCTA5 87375,1155,4625,-3470
ZCTA5 87401,15255,15035,220
ZCTA5 87402,3509,1359,2150
ZCTA5 87410,5838,23257,-17419
ZCTA5 87412,438,9039,-8601
ZCTA5 87413,5168,10530,-5362
ZCTA5 87415,825,9317,-8492
ZCTA5 87416,1349,6151,-4802
ZCTA5 87417,1473,3636,-2163
ZCTA5 87418,357,8319,-7962
ZCTA5 87419,161,7709,-7548
ZCTA5 87420,3201,13669,-10468
ZCTA5 87421,513,22009,-21496
ZCTA5 87455,520,8347,-7827
ZCTA5 87461,451,12459,-12008
ZCTA5 87499,293,493,-200
ZCTA5 87501,7913,181,7732
ZCTA5 87505,15273,13934,1339
ZCTA5 87506,6710,14827,-8117
ZCTA5 87507,19449,7895,11554
ZCTA5 87508,7333,0,7333
ZCTA5 87510,449,4116,-3667
ZCTA5 87511,697,19776,-19079
ZCTA5 87512,84,16674,-16590
ZCTA5 87513,433,14653,-14220
ZCTA5 87514,542,25840,-25298
ZCTA5 87515,82,11914,-11832
ZCTA5 87516,28,12344,-12316
ZCTA5 87517,216,14150,-13934
ZCTA5 87518,0,9425,-9425
ZCTA5 87519,281,16304,-16023
ZCTA5 87520,568,8941,-8373
ZCTA5 87521,335,14414,-14079
ZCTA5 87522,1276,0,1276
ZCTA5 87523,161,0,161
ZCTA5 87524,118,12863,-12745
ZCTA5 87525,22,10724,-10702
ZCTA5 87527,250,11549,-11299
ZCTA5 87528,753,408,345
ZCTA5 87529,1921,7671,-5750
ZCTA5 87530,436,6786,-6350
ZCTA5 87531,91,14866,-14775
ZCTA5 87532,7091,3377,3714
ZCTA5 87535,917,4569,-3652
ZCTA5 87537,841,10354,-9513
ZCTA5 87538,143,7044,-6901
ZCTA5 87539,54,9962,-9908
ZCTA5 87540,515,129,386
ZCTA5 87543,45,11109,-11064
ZCTA5 87544,5993,8373,-2380
ZCTA5 87547,2036,12627,-10591
ZCTA5 87548,233,5107,-4874
ZCTA5 87549,486,10571,-10085
ZCTA5 87551,109,12584,-12475
ZCTA5 87552,915,4465,-3550
ZCTA5 87553,477,8309,-7832
ZCTA5 87554,0,8611,-8611
ZCTA5 87556,922,4843,-3921
ZCTA5 87557,1965,5732,-3767
ZCTA5 87558,380,13885,-13505
ZCTA5 87560,563,12678,-12115
ZCTA5 87562,139,3955,-3816
ZCTA5 87564,44,5838,-5794
ZCTA5 87565,190,122,68
ZCTA5 87566,644,10493,-9849
ZCTA5 87567,344,9209,-8865
ZCTA5 87569,282,8957,-8675
ZCTA5 87571,4372,8664,-4292
ZCTA5 87573,14,16794,-16780
ZCTA5 87575,318,14035,-13717
ZCTA5 87577,136,8402,-8266
ZCTA5 87578,143,13406,-13263
ZCTA5 87579,423,12039,-11616
ZCTA5 87580,222,14937,-14715
ZCTA5 87581,15,11029,-11014
ZCTA5 87582,340,8852,-8512
ZCTA5 87583,173,11893,-11720
ZCTA5 87701,7799,11996,-4197
ZCTA5 87710,642,13,629
ZCTA5 87711,260,21402,-21142
ZCTA5 87712,174,22325,-22151
ZCTA5 87713,176,8453,-8277
ZCTA5 87714,564,23208,-22644
ZCTA5 87715,225,16799,-16574
ZCTA5 87718,272,16929,-16657
ZCTA5 87722,436,5313,-4877
ZCTA5 87723,177,10670,-10493
ZCTA5 87724,22,10094,-10072
ZCTA5 87728,182,12107,-11925
ZCTA5 87729,45,9247,-9202
ZCTA5 87730,9,12510,-12501
ZCTA5 87731,132,11294,-11162
ZCTA5 87732,434,14648,-14214
ZCTA5 87733,31,7890,-7859
ZCTA5 87734,107,13603,-13496
ZCTA5 87735,43,10123,-10080
ZCTA5 87736,22,16712,-16690
ZCTA5 87740,3258,0,3258
ZCTA5 87742,145,5233,-5088
ZCTA5 87743,123,6396,-6273
ZCTA5 87745,410,6947,-6537
ZCTA5 87746,26,13176,-13150
ZCTA5 87747,601,6238,-5637
ZCTA5 87749,39,14567,-14528
ZCTA5 87750,0,18277,-18277
ZCTA5 87752,295,11253,-10958
ZCTA5 87753,24,16716,-16692
ZCTA5 87801,2918,17506,-14588
ZCTA5 87820,75,9266,-9191
ZCTA5 87821,336,14559,-14223
ZCTA5 87823,94,5632,-5538
ZCTA5 87824,48,7925,-7877
ZCTA5 87825,780,4845,-4065
ZCTA5 87827,105,9286,-9181
ZCTA5 87828,139,12711,-12572
ZCTA5 87829,358,7412,-7054
ZCTA5 87830,285,15859,-15574
ZCTA5 87831,81,8902,-8821
ZCTA5 87832,67,13894,-13827
ZCTA5 87901,2708,15264,-12556
ZCTA5 87930,303,15526,-15223
ZCTA5 87931,404,12929,-12525
ZCTA5 87933,55,0,55
ZCTA5 87935,1003,13128,-12125
ZCTA5 87936,113,14958,-14845
ZCTA5 87937,1044,17681,-16637
ZCTA5 87939,96,442,-346
ZCTA5 87940,133,22733,-22600
ZCTA5 87941,253,22129,-21876
ZCTA5 87942,441,11908,-11467
ZCTA5 87943,107,9905,-9798
ZCTA5 88001,14806,6099,8707
ZCTA5 88002,374,7972,-7598
ZCTA5 88003,0,22563,-22563
ZCTA5 88004,0,7969,-7969
ZCTA5 88005,10949,14919,-3970
ZCTA5 88007,8690,10088,-1398
ZCTA5 88008,4001,7897,-3896
ZCTA5 88009,0,10791,-10791
ZCTA5 88011,13486,8210,5276
ZCTA5 88012,10579,8509,2070
ZCTA5 88020,306,18579,-18273
ZCTA5 88021,5141,16343,-11202
ZCTA5 88022,266,6794,-6528
ZCTA5 88023,898,13358,-12460
ZCTA5 88024,180,11716,-11536
ZCTA5 88025,40,8406,-8366
ZCTA5 88026,587,10468,-9881
ZCTA5 88027,245,8259,-8014
ZCTA5 88028,110,140,-30
ZCTA5 88029,385,15715,-15330
ZCTA5 88030,8662,15425,-6763
ZCTA5 88034,10,9465,-9455
ZCTA5 88038,107,14478,-14371
ZCTA5 88039,292,14870,-14578
ZCTA5 88040,32,17635,-17603
ZCTA5 88041,463,13695,-13232
ZCTA5 88042,200,8175,-7975
ZCTA5 88043,642,16433,-15791
ZCTA5 88044,912,11583,-10671
ZCTA5 88045,1151,8161,-7010
ZCTA5 88046,358,11564,-11206
ZCTA5 88047,588,11264,-10676
ZCTA5 88048,1206,8920,-7714
ZCTA5 88049,376,17907,-17531
ZCTA5 88051,52,12397,-12345
ZCTA5 88052,96,12261,-12165
ZCTA5 88053,85,10054,-9969
ZCTA5 88055,21,8881,-8860
ZCTA5 88056,111,19267,-19156
ZCTA5 88061,7176,9839,-2663
ZCTA5 88063,4074,6161,-2087
ZCTA5 88065,284,6149,-5865
ZCTA5 88072,619,386,233
ZCTA5 88081,4139,1261,2878
ZCTA5 88101,17171,25416,-8245
ZCTA5 88103,0,24287,-24287
ZCTA5 88112,112,11835,-11723
ZCTA5 88113,38,4431,-4393
ZCTA5 88114,25,7149,-7124
ZCTA5 88115,15,561,-546
ZCTA5 88116,149,139,10
ZCTA5 88118,141,156,-15
ZCTA5 88119,549,8972,-8423
ZCTA5 88120,174,126,48
ZCTA5 88121,59,2735,-2676
ZCTA5 88124,365,12068,-11703
ZCTA5 88125,21,16480,-16459
ZCTA5 88126,7,8385,-8378
ZCTA5 88130,6395,39,6356
ZCTA5 88132,102,15855,-15753
ZCTA5 88134,36,529,-493
ZCTA5 88135,523,298,225
ZCTA5 88136,13,18822,-18809
ZCTA5 88201,9968,3067,6901
ZCTA5 88203,10641,39,10602
ZCTA5 88210,6915,1531,5384
ZCTA5 88220,14453,1232,13221
ZCTA5 88230,1706,4304,-2598
ZCTA5 88231,1226,11312,-10086
ZCTA5 88232,638,15310,-14672
ZCTA5 88240,13876,5503,8373
ZCTA5 88242,2606,8892,-6286
ZCTA5 88244,0,5749,-5749
ZCTA5 88250,107,14697,-14590
ZCTA5 88252,840,19203,-18363
ZCTA5 88253,291,21594,-21303
ZCTA5 88254,44,18655,-18611
ZCTA5 88255,27,14455,-14428
ZCTA5 88256,676,16953,-16277
ZCTA5 88260,4620,16047,-11427
ZCTA5 88262,4,16737,-16733
ZCTA5 88263,62,6816,-6754
ZCTA5 88264,0,1322,-1322
ZCTA5 88265,70,16560,-16490
ZCTA5 88267,584,14150,-13566
ZCTA5 88268,0,14902,-14902
ZCTA5 88301,630,239,391
ZCTA5 88310,15049,18388,-3339
ZCTA5 88311,434,17486,-17052
ZCTA5 88312,1181,13719,-12538
ZCTA5 88314,59,366,-307
ZCTA5 88316,943,63,880
ZCTA5 88317,778,818,-40
ZCTA5 88318,170,15708,-15538
ZCTA5 88321,141,11595,-11454
ZCTA5 88323,0,126,-126
ZCTA5 88324,47,2758,-2711
ZCTA5 88325,430,14035,-13605
ZCTA5 88330,1179,461,718
ZCTA5 88336,171,18499,-18328
ZCTA5 88337,827,5004,-4177
ZCTA5 88338,113,16120,-16007
ZCTA5 88339,225,10448,-10223
ZCTA5 88340,1041,6198,-5157
ZCTA5 88341,270,10612,-10342
ZCTA5 88342,0,14958,-14958
ZCTA5 88343,13,476,-463
ZCTA5 88344,27,600,-573
ZCTA5 88345,3669,19186,-15517
ZCTA5 88346,1017,13871,-12854
ZCTA5 88347,17,17230,-17213
ZCTA5 88348,352,20608,-20256
ZCTA5 88349,0,20202,-20202
ZCTA5 88350,51,7594,-7543
ZCTA5 88351,107,12743,-12636
ZCTA5 88352,1401,10105,-8704
ZCTA5 88353,124,22134,-22010
ZCTA5 88354,57,10821,-10764
ZCTA5 88355,53,16201,-16148
ZCTA5 88401,2563,12186,-9623
