Zipcode,Median Income ,Old Median Income,Growth,Population_size,Population_age,Num_White_People,Immigrant_pop,Num_Black_People,Percentage_Black,2012_pop_size,Pop_Growth
ZCTA5 88124,365,12068,-11703,856,46.9,748,0,0,0,31582,-30726
ZCTA5 88125,21,16480,-16459,77,32.1,30,0,0,0,38719,-38642
ZCTA5 88126,7,8385,-8378,12,69.5,10,0,0,0,25523,-25511
ZCTA5 88130,6395,39,6356,17795,30.1,12421,152,439,0.024669851,57,17738
ZCTA5 88132,102,15855,-15753,295,34.4,236,6,0,0,60283,-59988
ZCTA5 88134,36,529,-493,118,50.1,118,0,0,0,1071,-953
ZCTA5 88135,523,298,225,1256,41,792,0,47,0.037420382,1193,63
ZCTA5 88136,13,18822,-18809,26,58.9,26,0,0,0,60769,-60743
ZCTA5 88201,9968,3067,6901,26634,38.2,20577,661,413,0.015506495,9003,17631
ZCTA5 88203,10641,39,10602,30045,34.1,21554,29,455,0.015143951,258,29787
ZCTA5 88210,6915,1531,5384,18785,34.1,14345,56,243,0.012935853,4000,14785
ZCTA5 88220,14453,1232,13221,39557,36.4,31063,418,649,0.016406704,2637,36920
ZCTA5 88230,1706,4304,-2598,4827,36.1,3751,0,45,0.009322561,11135,-6308
ZCTA5 88231,1226,11312,-10086,3480,33.6,2860,0,0,0,26746,-23266
ZCTA5 88232,638,15310,-14672,2547,37.2,1760,8,69,0.027090695,41210,-38663
ZCTA5 88240,13876,5503,8373,41204,29.4,27254,402,2469,0.059921367,14695,26509
ZCTA5 88242,2606,8892,-6286,7583,38.4,6128,0,25,0.003296848,22416,-14833
ZCTA5 88244,0,5749,-5749,1378,37.4,1043,0,58,0.042089985,13247,-11869
ZCTA5 88250,107,14697,-14590,298,38.7,260,0,0,0,43676,-43378
ZCTA5 88252,840,19203,-18363,2156,41.6,1915,0,48,0.022263451,56807,-54651
ZCTA5 88253,291,21594,-21303,937,36.6,808,0,8,0.008537887,64441,-63504
ZCTA5 88254,44,18655,-18611,52,55.7,52,0,0,0,48725,-48673
ZCTA5 88255,27,14455,-14428,53,-,53,0,0,0,48567,-48514
ZCTA5 88256,676,16953,-16277,2118,33.6,1766,0,0,0,49309,-47191
ZCTA5 88260,4620,16047,-11427,15314,31.2,11697,8,418,0.027295285,55129,-39815
ZCTA5 88262,4,16737,-16733,12,29.5,12,0,0,0,48103,-48091
ZCTA5 88263,62,6816,-6754,172,47.6,148,0,0,0,19823,-19651
ZCTA5 88264,0,1322,-1322,0,-,0,0,0,#DIV/0!,3202,-3202
ZCTA5 88265,70,16560,-16490,143,60.2,81,0,0,0,41746,-41603
ZCTA5 88267,584,14150,-13566,1425,39.2,944,0,20,0.014035088,42232,-40807
ZCTA5 88268,0,14902,-14902,0,-,0,0,0,#DIV/0!,42688,-42688
ZCTA5 88301,630,239,391,1364,51.9,768,0,15,0.010997067,13130,-11766
ZCTA5 88310,15049,18388,-3339,37138,39.6,28100,595,1607,0.043271043,51142,-14004
ZCTA5 88311,434,17486,-17052,1057,58.6,934,12,6,0.005676443,54274,-53217
ZCTA5 88312,1181,13719,-12538,2616,62.3,2072,0,12,0.004587156,45685,-43069
ZCTA5 88314,59,366,-307,222,-,222,0,0,0,1301,-1079
ZCTA5 88316,943,63,880,2260,45.4,2071,0,0,0,162,2098
ZCTA5 88317,778,818,-40,2060,58.4,1971,0,1,0.000485437,2301,-241
ZCTA5 88318,170,15708,-15538,314,61.2,305,0,0,0,48208,-47894
ZCTA5 88321,141,11595,-11454,441,19.8,416,0,0,0,36341,-35900
ZCTA5 88323,0,126,-126,0,-,0,0,0,#DIV/0!,277,-277
ZCTA5 88324,47,2758,-2711,100,67.9,100,0,0,0,7524,-7424
ZCTA5 88325,430,14035,-13605,1563,25.1,1179,0,0,0,45362,-43799
ZCTA5 88330,1179,461,718,4128,22.5,2794,91,460,0.111434109,1244,2884
ZCTA5 88336,171,18499,-18328,328,59.7,255,0,0,0,53841,-53513
ZCTA5 88337,827,5004,-4177,1843,54.7,1400,0,0,0,12104,-10261
ZCTA5 88338,113,16120,-16007,169,53.7,144,0,0,0,43220,-43051
ZCTA5 88339,225,10448,-10223,670,60.2,657,0,0,0,27598,-26928
ZCTA5 88340,1041,6198,-5157,4005,32.4,336,12,2,0.000499376,19302,-15297
ZCTA5 88341,270,10612,-10342,642,52.4,613,0,8,0.012461059,36915,-36273
ZCTA5 88342,0,14958,-14958,0,-,0,0,0,#DIV/0!,47077,-47077
ZCTA5 88343,13,476,-463,13,-,10,0,0,0,1191,-1178
ZCTA5 88344,27,600,-573,41,64,41,0,0,0,1268,-1227
ZCTA5 88345,3669,19186,-15517,8415,49.2,7495,93,81,0.009625668,35373,-26958
ZCTA5 88346,1017,13871,-12854,2841,37.4,1967,0,44,0.015487504,43354,-40513
ZCTA5 88347,17,17230,-17213,33,40.4,27,4,2,0.060606061,30226,-30193
ZCTA5 88348,352,20608,-20256,755,66.9,690,0,0,0,44723,-43968
ZCTA5 88349,0,20202,-20202,0,-,0,0,0,#DIV/0!,67482,-67482
ZCTA5 88350,51,7594,-7543,175,70.7,175,0,0,0,19971,-19796
ZCTA5 88351,107,12743,-12636,201,60,198,0,0,0,26746,-26545
ZCTA5 88352,1401,10105,-8704,4496,31.8,3026,49,0,0,18390,-13894
ZCTA5 88353,124,22134,-22010,383,23.8,174,0,0,0,43857,-43474
ZCTA5 88354,57,10821,-10764,112,-,112,0,0,0,27254,-27142
ZCTA5 88355,53,16201,-16148,117,-,117,0,0,0,46072,-45955
ZCTA5 88401,2563,12186,-9623,6536,41,4818,48,221,0.033812729,55782,-49246
ZCTA5 88410,60,17246,-17186,137,43.5,112,0,0,0,68524,-68387
ZCTA5 88411,37,20336,-20299,134,52.6,105,0,0,0,60054,-59920
ZCTA5 88414,33,16073,-16040,97,46.5,49,1,0,0,31828,-31731
ZCTA5 88415,999,20419,-19420,3225,40.2,2480,0,51,0.015813953,52375,-49150
ZCTA5 88416,109,8413,-8304,149,76.1,149,0,0,0,19771,-19622
ZCTA5 88417,21,9387,-9366,75,65.3,75,0,0,0,23327,-23252
ZCTA5 88418,118,10161,-10043,522,31.2,350,0,0,0,25463,-24941
ZCTA5 88419,20,1582,-1562,83,34.8,83,0,0,0,4580,-4497
ZCTA5 88421,19,19563,-19544,19,-,0,0,0,0,46217,-46198
ZCTA5 88422,38,10165,-10127,95,76.4,77,0,0,0,27437,-27342
ZCTA5 88424,19,11331,-11312,62,61.5,62,0,0,0,31024,-30962
ZCTA5 88426,453,22911,-22458,1261,57,1054,41,0,0,76797,-75536
ZCTA5 88427,42,13140,-13098,104,61.8,85,0,0,0,40237,-40133
ZCTA5 88430,76,19712,-19636,162,51.9,151,0,0,0,48438,-48276
ZCTA5 88431,43,17093,-17050,139,72.4,111,0,0,0,53218,-53079
ZCTA5 88434,107,17281,-17174,250,43.8,178,0,0,0,47599,-47349
ZCTA5 88435,888,11831,-10943,3613,40,2103,8,83,0.022972599,34306,-30693
ZCTA5 88436,34,0,34,61,63.4,61,0,0,0,0,61
ZCTA5 88439,0,0,0,0,-,0,0,0,#DIV/0!,62,-62
ZCTA5 89001,510,0,510,1378,40.6,1203,0,2,0.001451379,1358,20
ZCTA5 89002,12737,10165,2572,37287,37.4,29079,1215,1153,0.030922305,36528,759
ZCTA5 89003,514,0,514,762,59.7,631,0,47,0.06167979,2661,-1899
ZCTA5 89004,110,312,-202,299,52,286,0,0,0,1381,-1082
ZCTA5 89005,6163,0,6163,14875,51.8,13229,209,160,0.010756303,459,14416
ZCTA5 89007,235,20133,-19898,949,35.1,899,0,0,0,81952,-81003
ZCTA5 89008,479,0,479,890,49.4,770,0,29,0.03258427,839,51
ZCTA5 89010,171,7384,-7213,448,53.5,413,0,0,0,28723,-28275
ZCTA5 89011,11975,18346,-6371,31071,41.5,19286,2310,2449,0.078819478,63009,-31938
ZCTA5 89012,15372,8879,6493,38356,43.8,27143,3658,2823,0.073599958,24850,13506
ZCTA5 89013,125,2576,-2451,233,65.5,223,0,0,0,4861,-4628
ZCTA5 89014,16801,12390,4411,41429,39,25167,3814,5240,0.12648145,24477,16952
ZCTA5 89015,14698,13011,1687,39872,41.9,29340,1281,2362,0.059239567,31860,8012
ZCTA5 89017,22,0,22,35,79.4,35,0,0,0,0,35
ZCTA5 89018,255,14485,-14230,794,40.5,627,0,0,0,42408,-41614
ZCTA5 89019,1122,6298,-5176,2117,57.5,1750,155,100,0.047236656,24292,-22175
ZCTA5 89020,644,7878,-7234,1696,38.1,1058,13,0,0,26310,-24614
ZCTA5 89021,946,664,282,3214,30.8,2836,21,0,0,2121,1093
ZCTA5 89022,0,9598,-9598,0,-,0,0,0,#DIV/0!,38700,-38700
ZCTA5 89025,359,1781,-1422,867,47.1,424,0,70,0.080738178,10520,-9653
ZCTA5 89026,0,16953,-16953,0,-,0,0,0,#DIV/0!,51507,-51507
ZCTA5 89027,7172,9077,-1905,17588,54.2,13590,395,185,0.010518535,40881,-23293
ZCTA5 89029,4286,74,4212,8482,61,6977,111,366,0.0431502,345,8137
ZCTA5 89030,15547,11219,4328,53763,29.8,21364,767,9084,0.168963786,33178,20585
ZCTA5 89031,22927,4275,18652,72377,35.3,33657,5045,14758,0.203904555,9823,62554
ZCTA5 89032,15383,729,14654,47881,34.5,20004,3320,13098,0.273553184,1329,46552
ZCTA5 89034,1350,14350,-13000,2431,70.3,2282,53,44,0.018099548,47762,-45331
ZCTA5 89039,138,1777,-1639,231,71.4,231,0,0,0,7277,-7046
ZCTA5 89040,1555,2670,-1115,4382,39.1,4022,43,50,0.011410315,8692,-4310
ZCTA5 89042,328,5154,-4826,1078,31.6,1004,0,0,0,21416,-20338
ZCTA5 89043,389,4208,-3819,1219,46.6,895,0,196,0.160787531,9680,-8461
ZCTA5 89044,10165,14529,-4364,25614,46.8,15833,4838,994,0.038806902,37101,-11487
ZCTA5 89045,993,2604,-1611,2345,42.1,2272,0,12,0.005117271,11181,-8836
ZCTA5 89046,237,1737,-1500,363,66.7,330,0,0,0,3736,-3373
ZCTA5 89047,59,829,-770,195,54.2,195,0,0,0,2044,-1849
ZCTA5 89048,9938,224,9714,24277,51.4,18927,697,595,0.024508794,529,23748
ZCTA5 89049,1286,179,1107,2496,53.7,2185,0,147,0.058894231,334,2162
ZCTA5 89052,23531,15720,7811,57966,44.6,38493,8281,2742,0.047303592,31365,26601
ZCTA5 89054,94,12288,-12194,338,11,320,0,0,0,25302,-24964
ZCTA5 89060,4883,10861,-5978,11556,53.8,8460,137,41,0.00354794,20397,-8841
ZCTA5 89061,3087,73,3014,6771,60,5506,76,184,0.027174716,73,6698
ZCTA5 89070,0,11,-11,5525,35.9,1787,75,1967,0.3560181,35,5490
ZCTA5 89074,20496,249,20247,51609,40.7,37103,4336,2242,0.043442035,511,51098
ZCTA5 89081,12436,8524,3912,39820,31.7,15357,3107,10873,0.273053742,17215,22605
ZCTA5 89084,10271,458,9813,32143,34.5,15089,3738,5504,0.171234795,1430,30713
ZCTA5 89085,1375,4737,-3362,3869,36.6,2391,337,584,0.150943396,18405,-14536
ZCTA5 89086,2437,464,1973,6499,30.4,1994,406,2552,0.392675796,1239,5260
ZCTA5 89101,15669,2775,12894,43572,35,15125,1666,6370,0.146194804,7541,36031
ZCTA5 89102,15234,8907,6327,37633,36.6,14746,3818,4861,0.129168549,23642,13991
ZCTA5 89103,22333,127,22206,51966,38.5,21322,7150,7869,0.151425932,4567,47399
ZCTA5 89104,14867,0,14867,39781,36.9,18666,1733,3846,0.096679319,0,39781
ZCTA5 89106,9353,618,8735,25477,33.1,6448,1243,8491,0.333280999,1779,23698
ZCTA5 89107,13016,277,12739,37342,36.4,16974,2397,3831,0.102592255,735,36607
ZCTA5 89108,26508,937,25571,73315,36.1,36070,2767,10319,0.140748824,2807,70508
ZCTA5 89109,3259,9766,-6507,6355,47.2,2927,659,1482,0.233202203,24685,-18330
ZCTA5 89110,21368,1247,20121,67361,32.8,33195,3594,5634,0.083638901,2441,64920
ZCTA5 89113,13607,7418,6189,34227,37.5,16521,8928,3441,0.100534666,31907,2320
ZCTA5 89115,18947,15,18932,65713,27.7,23396,1822,14877,0.22639356,47,65666
ZCTA5 89117,22820,103,22717,54663,42.3,33175,6794,5640,0.103177652,312,54351
ZCTA5 89118,8737,12209,-3472,22701,40.8,10517,3929,4154,0.182987534,36891,-14190
ZCTA5 89119,22229,13550,8679,50847,35.4,18472,6027,7086,0.139359254,40217,10630
ZCTA5 89120,9254,195,9059,24418,37.5,12441,1519,1479,0.060570071,730,23688
ZCTA5 89121,24244,2244,22000,66455,39,31421,3503,7846,0.118064856,9581,56874
ZCTA5 89122,18997,11108,7889,51772,36.9,23137,6093,5524,0.106698602,32859,18913
ZCTA5 89123,23534,4461,19073,60823,40.6,33134,11547,4348,0.071486115,12140,48683
ZCTA5 89124,282,3816,-3534,616,57.2,482,45,4,0.006493506,9785,-9169
ZCTA5 89128,15000,2370,12630,37124,39.7,21106,2854,4264,0.114858313,5150,31974
ZCTA5 89129,20417,6878,13539,54770,39,36655,4189,5386,0.098338506,31768,23002
ZCTA5 89130,12473,3197,9276,34439,41.7,20175,1811,4701,0.136502221,7818,26621
ZCTA5 89131,16970,467,16503,51053,39.2,34642,2538,5016,0.098250837,1004,50049
ZCTA5 89134,11252,221,11031,23152,64,17686,2208,880,0.038009675,598,22554
ZCTA5 89135,12782,15985,-3203,29706,46.3,21141,3700,1032,0.034740456,56471,-26765
ZCTA5 89138,7082,3249,3833,19971,38.3,13937,3109,564,0.028240949,8174,11797
ZCTA5 89139,13350,366,12984,42898,34.9,16388,11513,6966,0.162385193,1253,41645
ZCTA5 89141,12596,207,12389,37596,37.7,19717,8279,2892,0.076923077,263,37333
ZCTA5 89142,10548,6,10542,34008,32.3,13506,3477,2850,0.083803811,6,34002
ZCTA5 89143,4115,319,3796,13602,31.2,9601,664,1056,0.077635642,644,12958
ZCTA5 89144,7962,22533,-14571,19796,45.9,13547,2469,1011,0.051070923,98228,-78432
ZCTA5 89145,9638,21723,-12085,24737,43.9,14522,1966,1450,0.058616647,89922,-65185
ZCTA5 89146,7635,8722,-1087,19756,39.1,9812,2706,1847,0.093490585,36609,-16853
ZCTA5 89147,21163,0,21163,56463,38.7,26278,10143,8419,0.149106495,0,56463
ZCTA5 89148,21838,388,21450,61289,35.7,29843,13423,7268,0.118585717,1046,60243
ZCTA5 89149,15731,154,15577,41668,37.5,27561,2620,4514,0.108332533,263,41405
ZCTA5 89156,9750,2141,7609,30740,33.7,14880,1378,3522,0.114573845,5946,24794
ZCTA5 89158,288,5366,-5078,406,56,284,74,0,0,19986,-19580
ZCTA5 89161,213,23139,-22926,534,54.7,503,0,0,0,79070,-78536
ZCTA5 89166,9077,16850,-7773,27060,31.4,16081,2331,2907,0.107427938,57365,-30305
ZCTA5 89169,9957,568,9389,20864,37,9712,1527,4501,0.215730445,1791,19073
ZCTA5 89178,13921,2399,11522,38928,35.4,21800,7678,3634,0.093351829,6294,32634
ZCTA5 89179,3736,7471,-3735,11880,34,6228,2663,678,0.057070707,21475,-9595
ZCTA5 89183,14375,2126,12249,41126,32.1,19243,7017,4703,0.114355882,6155,34971
ZCTA5 89191,0,344,-344,537,21.4,324,55,88,0.163873371,1068,-531
ZCTA5 89301,2652,2716,-64,7320,40.1,5826,62,660,0.090163934,7397,-77
ZCTA5 89310,107,2181,-2074,149,59.8,111,0,0,0,5156,-5007
ZCTA5 89311,78,20,58,204,58.4,204,0,0,0,53,151
ZCTA5 89314,89,973,-884,219,33.7,23,7,0,0,2552,-2333
ZCTA5 89315,14,340,-326,71,12.9,71,0,0,0,1030,-959
ZCTA5 89316,278,5017,-4739,1060,26.9,1020,18,1,0.000943396,14727,-13667
ZCTA5 89317,138,1936,-1798,453,37.1,439,0,10,0.022075055,4859,-4406
ZCTA5 89318,445,13634,-13189,876,42.8,770,0,0,0,33279,-32403
ZCTA5 89319,137,12750,-12613,211,54,211,0,0,0,40494,-40283
ZCTA5 89402,82,20378,-20296,162,72.2,162,0,0,0,83613,-83451
ZCTA5 89403,6219,4935,1284,16550,45.4,12894,249,12,0.000725076,19698,-3148
ZCTA5 89404,17,69,-52,17,-,17,0,0,0,139,-122
ZCTA5 89405,53,2095,-2042,156,19.9,156,0,0,0,5519,-5363
ZCTA5 89406,9753,32,9721,24973,40.8,19887,641,598,0.023945862,59,24914
ZCTA5 89408,8050,78,7972,22971,36.3,18648,372,549,0.0238997,181,22790
ZCTA5 89409,86,829,-743,111,55.6,111,0,0,0,1858,-1747
ZCTA5 89410,4814,53,4761,11009,53.7,9332,131,205,0.018621128,82,10927
ZCTA5 89411,413,781,-368,948,59.3,825,37,0,0,2335,-1387
ZCTA5 89412,48,14871,-14823,98,43.6,60,0,13,0.132653061,52312,-52214
ZCTA5 89413,359,7740,-7381,710,64.5,542,87,0,0,34350,-33640
ZCTA5 89414,50,13423,-13373,143,48.6,143,0,0,0,43378,-43235
ZCTA5 89415,1267,1992,-725,3165,46.9,2705,61,84,0.026540284,4833,-1668
ZCTA5 89418,92,376,-284,228,34.5,199,0,10,0.043859649,1068,-840
ZCTA5 89419,1364,17892,-16528,5407,40.1,3858,86,206,0.038098761,53219,-47812
ZCTA5 89420,6,678,-672,80,18.9,0,0,0,0,1952,-1872
ZCTA5 89421,228,17496,-17268,421,55.7,142,3,0,0,60222,-59801
ZCTA5 89422,95,8599,-8504,158,62.7,147,0,0,0,31075,-30917
ZCTA5 89423,4501,15868,-11367,10783,57.7,9879,171,10,0.000927386,55780,-44997
ZCTA5 89424,164,3863,-3699,333,38.3,30,0,18,0.054054054,14077,-13744
ZCTA5 89425,215,12429,-12214,799,39.4,781,0,0,0,48069,-47270
ZCTA5 89426,64,6462,-6398,151,63.4,149,0,2,0.013245033,25443,-25292
ZCTA5 89427,362,6460,-6098,1142,32.2,127,0,59,0.051663748,21887,-20745
ZCTA5 89428,39,23688,-23649,96,58,96,0,0,0,89783,-89687
ZCTA5 89429,3288,16200,-12912,7462,53,6703,36,79,0.010586974,53194,-45732
ZCTA5 89430,58,13632,-13574,82,60.8,82,0,0,0,48803,-48721
ZCTA5 89431,15340,15526,-186,40711,36.1,22041,1892,782,0.019208568,44129,-3418
ZCTA5 89433,7257,16430,-9173,23596,33.4,14626,121,286,0.012120698,53791,-30195
ZCTA5 89434,10698,9924,774,27478,40.6,19419,1706,660,0.024019215,35278,-7800
ZCTA5 89436,16844,19541,-2697,46321,39.6,35975,2828,649,0.014010924,78700,-32379
ZCTA5 89437,0,505,-505,0,-,0,0,0,#DIV/0!,968,-968
ZCTA5 89438,13,13928,-13915,32,-,32,0,0,0,48687,-48655
ZCTA5 89439,775,5248,-4473,1462,59.4,1349,35,0,0,19713,-18251
ZCTA5 89440,259,1299,-1040,784,55.2,761,0,1,0.00127551,3613,-2829
ZCTA5 89441,4692,1548,3144,12721,47.1,9978,144,337,0.026491628,4284,8437
ZCTA5 89442,320,13036,-12716,920,41.4,376,7,10,0.010869565,34054,-33134
ZCTA5 89444,1498,15047,-13549,3029,61.3,2672,8,48,0.015846814,45080,-42051
ZCTA5 89445,6614,14836,-8222,16522,35.9,13089,198,97,0.00587096,38642,-22120
ZCTA5 89446,0,2173,-2173,133,40.6,66,0,51,0.383458647,6849,-6716
ZCTA5 89447,3576,934,2642,8398,50,6361,27,42,0.005001191,1993,6405
ZCTA5 89448,895,7055,-6160,1875,56.7,1397,111,21,0.0112,29230,-27355
ZCTA5 89449,1415,18863,-17448,2897,49.2,2194,46,61,0.021056265,75136,-72239
ZCTA5 89450,0,10309,-10309,0,-,0,0,0,#DIV/0!,38751,-38751
ZCTA5 89451,4041,14280,-10239,9493,49.3,7776,228,80,0.008427262,51001,-41508
ZCTA5 89460,5533,659,4874,14133,47.3,11893,219,0,0,1332,12801
ZCTA5 89496,0,19492,-19492,104,23.2,68,6,6,0.057692308,61376,-61272
ZCTA5 89501,2647,15809,-13162,4097,51.4,2991,239,370,0.090309983,53655,-49558
ZCTA5 89502,18903,2316,16587,45840,34.9,26766,2333,1528,0.033333333,8634,37206
ZCTA5 89503,12692,13541,-849,30350,33.8,22857,2073,991,0.032652389,53722,-23372
ZCTA5 89506,15252,11840,3412,44476,34.7,29832,2016,1737,0.039054771,51614,-7138
ZCTA5 89508,4942,4220,722,14687,37.2,11639,283,102,0.006944917,16166,-1479
ZCTA5 89509,16834,9317,7517,36063,41.7,28225,1932,563,0.015611569,29431,6632
ZCTA5 89510,522,12786,-12264,1224,58.4,805,0,5,0.004084967,43203,-41979
ZCTA5 89511,11854,5411,6443,28807,45.2,23779,2017,363,0.012601104,18071,10736
ZCTA5 89512,11246,9297,1949,27999,31.2,15158,1913,2005,0.0716097,19556,8443
ZCTA5 89519,3793,5390,-1597,8904,51.7,7703,309,30,0.003369272,16169,-7265
ZCTA5 89521,14060,1478,12582,36301,40,28110,2994,423,0.011652572,3676,32625
ZCTA5 89523,15139,12155,2984,35738,40.6,27552,2955,847,0.023700263,38723,-2985
ZCTA5 89557,0,21551,-21551,163,18.7,108,31,24,0.147239264,70726,-70563
ZCTA5 89701,10605,9262,1343,28957,39.8,20246,978,965,0.033325275,30209,-1252
ZCTA5 89703,4777,6626,-1849,10241,53.3,9076,205,14,0.001367054,23815,-13574
ZCTA5 89704,1815,7982,-6167,4397,58.2,3975,15,8,0.001819422,22051,-17654
ZCTA5 89705,2243,7084,-4841,5203,50.2,4201,163,21,0.004036133,19215,-14012
ZCTA5 89706,8474,9859,-1385,20489,42,16413,375,153,0.007467422,27453,-6964
ZCTA5 89801,9444,7692,1752,25938,33.8,18876,526,327,0.012606986,21252,4686
ZCTA5 89815,5012,3838,1174,15918,34.3,14010,120,31,0.001947481,11555,4363
ZCTA5 89820,2207,11029,-8822,5621,37.8,5094,4,137,0.024372887,26386,-20765
ZCTA5 89821,260,9426,-9166,508,57.9,412,0,0,0,24538,-24030
ZCTA5 89822,778,3909,-3131,2177,39.3,1561,12,0,0,16855,-14678
ZCTA5 89823,156,7346,-7190,392,53.1,302,0,0,0,16614,-16222
ZCTA5 89825,329,13805,-13476,1130,28.1,468,0,0,0,39927,-38797
ZCTA5 89826,0,2727,-2727,0,-,0,0,0,#DIV/0!,7237,-7237
ZCTA5 89828,134,6081,-5947,312,19,312,0,0,0,12442,-12130
ZCTA5 89830,15,18667,-18652,34,-,34,0,0,0,50759,-50725
ZCTA5 89831,26,22120,-22094,26,-,26,0,0,0,60167,-60141
ZCTA5 89832,384,11371,-10987,1125,39.4,23,0,1,0.000888889,26182,-25057
ZCTA5 89833,51,20777,-20726,148,43.5,126,0,2,0.013513514,59083,-58935
ZCTA5 89834,23,11499,-11476,89,21.3,66,0,19,0.213483146,16325,-16236
ZCTA5 89835,476,20824,-20348,1477,45.5,1071,0,151,0.102234259,55367,-53890
ZCTA5 89883,1884,19832,-17948,4635,36.8,3414,0,0,0,57117,-52482
ZCTA5 90001,13421,19083,-5662,58245,30.7,20030,293,4799,0.082393338,45360,12885
ZCTA5 90002,13011,13871,-860,54384,28.9,17275,627,9256,0.170197117,32694,21690
ZCTA5 90003,17759,11573,6186,75190,29,16669,384,12865,0.17109988,23636,51554
ZCTA5 90004,22231,9884,12347,59621,35.5,17681,15224,2448,0.041059358,29473,30148
ZCTA5 90005,15993,2556,13437,36910,35.6,7616,12212,2180,0.059062585,8544,28366
ZCTA5 90006,18850,18804,46,57136,34.6,16801,10531,1897,0.033201484,49067,8069
ZCTA5 90007,12211,3973,8238,41270,25.2,14367,7734,4310,0.104434214,10136,31134
ZCTA5 90008,14425,14525,-100,31046,42.4,3221,1298,20459,0.658989886,33671,-2625
ZCTA5 90010,2247,1731,516,4313,34,1046,2672,239,0.055413865,3931,382
ZCTA5 90011,24603,1455,23148,109511,30.1,34228,705,6681,0.06100757,2931,106580
ZCTA5 90012,14361,10564,3797,39709,34.9,10063,13596,5465,0.137626231,22163,17546
ZCTA5 90013,7724,14385,-6661,13413,42.8,4641,1923,3799,0.283232685,34445,-21032
ZCTA5 90014,5803,9703,-3900,8547,40.7,3154,1866,1762,0.206154206,28819,-20272
ZCTA5 90015,11746,11663,83,24228,32,8189,4614,1966,0.081145782,34829,-10601
ZCTA5 90016,17387,836,16551,45884,35,16100,2070,12997,0.28325778,2254,43630
ZCTA5 90017,12996,24227,-11231,28433,32.6,9814,4396,3221,0.11328386,63446,-35013
ZCTA5 90018,16394,173,16221,51388,35.2,14335,2765,14408,0.280376742,514,50874
ZCTA5 90019,23584,10483,13101,61061,38.6,19471,10762,10822,0.177232603,33034,28027
ZCTA5 90020,16881,26930,-10049,38124,36.8,7633,16918,2624,0.068828035,90074,-51950
ZCTA5 90021,1454,15536,-14082,2724,39.6,814,173,481,0.176578561,44302,-41578
ZCTA5 90022,17266,15992,1274,65110,32.7,26918,726,376,0.005774843,47295,17815
ZCTA5 90023,11832,17679,-5847,45732,31.3,15723,435,474,0.010364734,47672,-1940
ZCTA5 90024,16359,6643,9716,50611,22.7,29098,13106,2050,0.040505029,21448,29163
ZCTA5 90025,21470,12263,9207,44608,33.9,27694,10466,1523,0.034141858,53979,-9371
ZCTA5 90026,25968,12901,13067,65921,35.6,26122,9800,2279,0.034571684,68926,-3005
ZCTA5 90027,21133,19420,1713,44678,38.2,29049,5515,1223,0.027373651,86136,-41458
ZCTA5 90028,16833,14372,2461,29887,36.1,15755,3482,2733,0.091444441,44945,-15058
ZCTA5 90029,13218,9256,3962,35037,36.4,11945,5524,1372,0.039158604,36660,-1623
ZCTA5 90031,11868,12739,-871,38533,37.2,8877,10885,743,0.019282174,60495,-21962
ZCTA5 90032,13314,18647,-5333,45298,36.5,13257,5449,971,0.021435825,55914,-10616
ZCTA5 90033,13240,18452,-5212,47495,32.3,14519,2185,840,0.017686072,58181,-10686
ZCTA5 90034,24938,8106,16832,53321,35,25577,10840,5050,0.094709402,22588,30733
ZCTA5 90035,11310,17906,-6596,26411,37.6,19345,1825,1788,0.067699065,61627,-35216
ZCTA5 90036,18990,11728,7262,37596,35.2,23600,7529,1934,0.051441643,42032,-4436
ZCTA5 90037,17772,24680,-6908,68885,32,22419,747,11413,0.165681934,85174,-16289
ZCTA5 90038,12595,17467,-4872,27995,34.6,11827,1873,1896,0.06772638,72033,-44038
ZCTA5 90039,11992,11737,255,28839,40.5,15257,5350,403,0.013974132,38300,-9461
ZCTA5 90040,3424,12239,-8815,11844,39.3,5183,177,79,0.006670044,35738,-23894
ZCTA5 90041,10001,7297,2704,28956,40,12665,7709,616,0.021273657,20384,8572
ZCTA5 90042,20844,12948,7896,59658,37.3,23500,8264,1270,0.021288008,36275,23383
ZCTA5 90043,17052,1005,16047,44272,40.4,6849,1005,25973,0.586668775,3048,41224
ZCTA5 90044,28202,11830,16372,100225,31.2,22203,649,30662,0.305931654,34693,65532
ZCTA5 90045,15666,8197,7469,41411,35.5,24341,5962,4192,0.101229142,24694,16717
ZCTA5 90046,28249,15964,12285,48749,38.4,35153,3224,2825,0.057949907,52609,-3860
ZCTA5 90047,16853,8384,8469,51494,37.1,8020,464,28625,0.555890007,23055,28439
ZCTA5 90048,11474,14743,-3269,20504,39.7,16274,1465,781,0.038090129,53943,-33439
ZCTA5 90049,16116,8774,7342,35853,39.3,29244,2546,480,0.013388001,31890,3963
ZCTA5 90052,0,11038,-11038,0,-,0,0,0,#DIV/0!,45341,-45341
ZCTA5 90056,3556,6461,-2905,7956,45.3,1233,435,5320,0.668677728,24523,-16567
ZCTA5 90057,17179,5571,11608,47604,33.9,13500,8813,2773,0.058251407,16774,30830
ZCTA5 90058,979,7105,-6126,3659,25.6,2256,3,256,0.069964471,27235,-23576
ZCTA5 90059,10162,1900,8262,41315,29.2,10681,96,9890,0.23938037,5809,35506
ZCTA5 90061,7844,6088,1756,29992,31.4,9325,194,8385,0.279574553,19358,10634
