Zipcode,Median Income ,Old Median Income,Growth,Population_size,Population_age,Num_White_People,Immigrant_pop,Num_Black_People,Percentage_Black,2012_pop_size,Pop_Growth
ZCTA5 17020,3484,10235,-6751,8551,46.3,8297,43,33,0.003859198,24153,-15602
ZCTA5 17021,452,11863,-11411,983,57.4,983,0,0,0,30464,-29481
ZCTA5 17022,12089,13401,-1312,31175,40.5,28696,268,778,0.024955894,33427,-2252
ZCTA5 17023,1266,3896,-2630,3362,42.3,3164,0,3,0.000892326,11096,-7734
ZCTA5 17024,722,0,722,2002,44.7,1967,0,0,0,0,2002
ZCTA5 17025,7199,10139,-2940,16883,42,14590,975,630,0.037315643,25417,-8534
ZCTA5 17026,1298,11572,-10274,3597,41.2,3495,8,25,0.006950236,30037,-26440
ZCTA5 17027,216,95,121,2600,20.1,2146,95,141,0.054230769,206,2394
ZCTA5 17028,1386,153,1233,3416,43.7,3246,3,14,0.004098361,336,3080
ZCTA5 17029,94,307,-213,258,51.5,258,0,0,0,937,-679
ZCTA5 17030,293,226,67,646,44,516,0,8,0.012383901,621,25
ZCTA5 17032,3094,513,2581,7596,47.2,7166,121,56,0.007372301,1112,6484
ZCTA5 17033,6314,71,6243,17273,44.2,13627,842,585,0.033867886,205,17068
ZCTA5 17034,1239,34,1205,2691,39.4,2108,27,397,0.1475288,77,2614
ZCTA5 17035,341,149,192,792,57.6,754,0,15,0.018939394,357,435
ZCTA5 17036,9024,177,8847,21815,42.1,19652,1138,164,0.007517763,597,21218
ZCTA5 17037,296,209,87,942,29.2,936,0,0,0,536,406
ZCTA5 17038,3343,4313,-970,8409,38.5,7708,80,46,0.005470329,10260,-1851
ZCTA5 17039,43,107,-64,71,60.8,71,0,0,0,287,-216
ZCTA5 17040,884,884,0,2362,40.1,2274,41,9,0.00381033,2149,213
ZCTA5 17041,68,7421,-7353,205,43.4,205,0,0,0,19662,-19457
ZCTA5 17042,15485,431,15054,39095,43.7,31618,616,1454,0.037191457,1141,37954
ZCTA5 17043,2904,538,2366,5820,39.8,4971,105,298,0.051202749,1323,4497
ZCTA5 17044,8849,2122,6727,20446,43.4,19035,169,121,0.005918028,4909,15537
ZCTA5 17045,1337,308,1029,3623,42.6,3408,26,115,0.031741651,821,2802
ZCTA5 17046,11973,3196,8777,31406,38.3,22099,418,696,0.02216137,8271,23135
ZCTA5 17047,915,658,257,2976,32.8,2887,0,61,0.020497312,2100,876
ZCTA5 17048,1458,641,817,3766,41.1,3396,42,13,0.003451938,1653,2113
ZCTA5 17049,1042,58,984,3055,38.7,2976,6,71,0.023240589,162,2893
ZCTA5 17050,16241,1124,15117,41723,41,32952,5938,948,0.022721281,3314,38409
ZCTA5 17051,1931,4786,-2855,4886,49.2,4805,9,2,0.000409333,12026,-7140
ZCTA5 17052,551,604,-53,1500,45.8,1455,0,2,0.001333333,1548,-48
ZCTA5 17053,2193,906,1287,5100,44.7,4877,21,56,0.010980392,2374,2726
ZCTA5 17054,77,36,41,178,57.3,178,0,0,0,91,87
ZCTA5 17055,17310,111,17199,38912,42.7,34192,1396,1395,0.035850123,308,38604
ZCTA5 17056,13,126,-113,35,29.5,17,0,0,0,297,-262
ZCTA5 17057,9726,67,9659,23399,39.3,18796,631,1569,0.067054148,214,23185
ZCTA5 17058,578,60,518,1641,40.2,1532,10,38,0.023156612,111,1530
ZCTA5 17059,3016,1348,1668,7861,44.7,7615,9,9,0.001144893,3707,4154
ZCTA5 17060,360,121,239,1040,36.3,1034,0,0,0,298,742
ZCTA5 17061,2852,0,2852,6961,39.6,6669,80,60,0.008619451,2,6959
ZCTA5 17062,1481,418,1063,4147,41.6,4057,7,5,0.001205691,1104,3043
ZCTA5 17063,1327,49,1278,3262,42.7,3184,0,0,0,49,3213
ZCTA5 17064,326,10304,-9978,979,45.6,979,0,0,0,28304,-27325
ZCTA5 17065,1552,473,1079,3596,46.9,3251,2,92,0.025583982,1105,2491
ZCTA5 17066,1998,0,1998,4995,38.3,4637,0,188,0.037637638,227,4768
ZCTA5 17067,6007,458,5549,15911,43.3,15418,76,159,0.009993087,1530,14381
ZCTA5 17068,1581,280,1301,4335,45.4,3931,0,140,0.032295271,698,3637
ZCTA5 17069,129,981,-852,318,48.9,312,0,0,0,2369,-2051
ZCTA5 17070,7393,207,7186,16907,43.9,15241,442,401,0.023717987,661,16246
ZCTA5 17071,50,238,-188,124,38.7,112,0,0,0,616,-492
ZCTA5 17073,2003,1083,920,5578,38.7,5325,36,87,0.015596988,2692,2886
ZCTA5 17074,2913,10902,-7989,7289,42.6,6925,27,77,0.010563863,27389,-20100
ZCTA5 17075,62,90,-28,152,35.7,147,0,0,0,221,-69
ZCTA5 17076,37,127,-90,134,54.2,134,0,0,0,319,-185
ZCTA5 17077,31,133,-102,42,62.5,39,0,0,0,252,-210
ZCTA5 17078,9087,1341,7746,22989,40.9,20163,641,369,0.016051155,3654,19335
ZCTA5 17080,109,1105,-996,307,40.6,268,0,32,0.104234528,2894,-2587
ZCTA5 17081,172,1083,-911,278,73,278,0,0,0,3190,-2912
ZCTA5 17082,1051,123,928,2978,40.1,2761,0,48,0.0161182,277,2701
ZCTA5 17084,1775,2255,-480,4761,39.2,4596,0,67,0.014072674,6021,-1260
ZCTA5 17086,782,685,97,2109,46.5,2101,0,0,0,1682,427
ZCTA5 17087,864,131,733,2551,38.6,2467,3,6,0.002352019,286,2265
ZCTA5 17088,263,4450,-4187,668,42.2,654,0,14,0.020958084,10600,-9932
ZCTA5 17090,2326,2272,54,5464,45.7,5189,0,0,0,5870,-406
ZCTA5 17093,399,10460,-10061,1083,23.2,1068,15,0,0,26570,-25487
ZCTA5 17094,920,3135,-2215,2469,37.2,2226,94,17,0.006885379,8427,-5958
ZCTA5 17097,329,271,58,791,43.1,762,20,0,0,748,43
ZCTA5 17098,987,116,871,2376,40.2,2188,5,65,0.027356902,334,2042
ZCTA5 17099,568,3872,-3304,1185,58.2,1185,0,0,0,10440,-9255
ZCTA5 17101,1681,2914,-1233,2233,32.1,1393,104,624,0.279444693,7895,-5662
ZCTA5 17102,4381,857,3524,7716,37.8,4391,179,2356,0.305339554,2401,5315
ZCTA5 17103,4787,2238,2549,13368,28.6,3571,141,7821,0.58505386,6692,6676
ZCTA5 17104,7446,1629,5817,20112,29.5,6204,584,11096,0.551710422,4161,15951
ZCTA5 17109,10797,10573,224,25538,37.8,13054,2556,6844,0.267992795,28710,-3172
ZCTA5 17110,10897,3139,7758,25905,41.1,13699,1463,8188,0.316077977,8082,17823
ZCTA5 17111,14471,872,13599,37332,38.7,22131,4797,8084,0.216543448,2387,34945
ZCTA5 17112,15384,19817,-4433,37299,45,31408,1680,3208,0.086007668,49876,-12577
ZCTA5 17113,4086,2602,1484,10956,37.8,5952,95,3444,0.314348302,6981,3975
ZCTA5 17120,0,4148,-4148,0,-,0,0,0,#DIV/0!,10958,-10958
ZCTA5 17201,12214,36,12178,27638,40.4,21225,337,2596,0.093928649,122,27516
ZCTA5 17202,11864,1444,10420,31703,43.2,28870,296,784,0.024729521,3512,28191
ZCTA5 17210,83,2974,-2891,192,45.3,192,0,0,0,7606,-7414
ZCTA5 17211,187,2279,-2092,455,49.7,435,4,4,0.008791209,6241,-5786
ZCTA5 17212,211,2844,-2633,531,47.3,518,0,0,0,7452,-6921
ZCTA5 17213,245,4881,-4636,638,52,614,0,0,0,12907,-12269
ZCTA5 17214,505,463,42,856,58.9,801,0,15,0.017523364,1272,-416
ZCTA5 17215,66,1152,-1086,189,55.1,189,0,0,0,2805,-2616
ZCTA5 17217,42,96,-54,121,45.5,121,0,0,0,249,-128
ZCTA5 17219,246,8658,-8412,486,51.8,486,0,0,0,21800,-21314
ZCTA5 17220,162,2189,-2027,424,44.2,424,0,0,0,5942,-5518
ZCTA5 17221,201,2174,-1973,488,48.8,488,0,0,0,5380,-4892
ZCTA5 17222,4493,5067,-574,10659,48.7,10073,53,204,0.019138756,13701,-3042
ZCTA5 17223,130,3696,-3566,287,45,280,0,5,0.017421603,9762,-9475
ZCTA5 17224,857,1338,-481,1701,43,1580,0,3,0.001763668,3694,-1993
ZCTA5 17225,7927,972,6955,21426,39.5,19823,231,428,0.01997573,2158,19268
ZCTA5 17228,411,2118,-1707,1081,35,1062,0,2,0.001850139,5556,-4475
ZCTA5 17229,548,3030,-2482,1243,43.5,1211,0,0,0,7425,-6182
ZCTA5 17232,25,2066,-2041,43,61.6,43,0,0,0,5330,-5287
ZCTA5 17233,2294,96,2198,5357,46.9,5010,9,168,0.031360836,241,5116
ZCTA5 17235,252,1588,-1336,834,37.2,561,47,174,0.208633094,4229,-3395
ZCTA5 17236,3022,6056,-3034,7894,45.2,7532,54,182,0.023055485,17100,-9206
ZCTA5 17237,633,13857,-13224,1838,32.8,1626,25,43,0.023394995,35767,-33929
ZCTA5 17238,740,14890,-14150,1928,46.1,1861,0,3,0.001556017,39648,-37720
ZCTA5 17239,65,13979,-13914,176,40.3,176,0,0,0,35861,-35685
ZCTA5 17240,1335,8870,-7535,3752,36.5,3707,8,19,0.005063966,21738,-17986
ZCTA5 17241,4342,775,3567,11192,43.4,10790,49,93,0.008309507,2124,9068
ZCTA5 17243,514,9097,-8583,1314,54.1,1292,0,15,0.011415525,22534,-21220
ZCTA5 17244,794,1887,-1093,2098,43.7,2009,18,0,0,4491,-2393
ZCTA5 17246,193,1113,-920,582,43.1,580,0,1,0.001718213,2618,-2036
ZCTA5 17247,202,392,-190,419,81.8,392,0,11,0.026252983,1669,-1250
ZCTA5 17249,118,12,106,333,53.1,333,0,0,0,24,309
ZCTA5 17250,71,63,8,110,61.4,110,0,0,0,127,-17
ZCTA5 17251,23,1333,-1310,84,34.4,84,0,0,0,4424,-4340
ZCTA5 17252,1400,6785,-5385,4024,35.2,3971,46,0,0,17534,-13510
ZCTA5 17253,126,1668,-1542,349,43.4,341,0,4,0.011461318,4596,-4247
ZCTA5 17254,203,5523,-5320,444,77.6,442,0,2,0.004504505,15501,-15057
ZCTA5 17255,450,412,38,1163,44.4,1141,3,0,0,1477,-314
ZCTA5 17257,11189,1990,9199,28509,34.8,25959,580,1171,0.041074748,6841,21668
ZCTA5 17260,403,1698,-1295,984,53.9,980,0,3,0.00304878,4670,-3686
ZCTA5 17261,0,12200,-12200,120,17.3,14,7,63,0.525,31940,-31820
ZCTA5 17262,336,1897,-1561,902,43.3,857,0,0,0,6310,-5408
ZCTA5 17263,235,1257,-1022,794,29.3,661,0,133,0.167506297,4206,-3412
ZCTA5 17264,928,1201,-273,2322,42.6,2312,0,0,0,3414,-1092
ZCTA5 17265,162,533,-371,427,48.6,418,9,0,0,2009,-1582
ZCTA5 17266,167,834,-667,510,37.3,500,0,0,0,2799,-2289
ZCTA5 17267,1080,2399,-1319,2805,45.6,2658,53,14,0.004991087,6936,-4131
ZCTA5 17268,11613,3309,8304,28790,41,26645,37,1054,0.036609934,9658,19132
ZCTA5 17271,192,15626,-15434,480,31,461,19,0,0,41887,-41407
ZCTA5 17301,1455,8305,-6850,4200,40.6,4040,40,0,0,21582,-17382
ZCTA5 17302,1071,2758,-1687,2575,49.4,2482,0,28,0.010873786,7016,-4441
ZCTA5 17303,138,222,-84,395,38.8,315,0,17,0.043037975,780,-385
ZCTA5 17304,1024,3485,-2461,2712,43.7,2465,0,27,0.009955752,10764,-8052
ZCTA5 17306,187,7333,-7146,566,41.5,438,0,21,0.037102473,18710,-18144
ZCTA5 17307,2277,3088,-811,5712,45.5,5128,167,90,0.015756303,7133,-1421
ZCTA5 17309,724,2330,-1606,1947,37,1881,24,13,0.006676939,7659,-5712
ZCTA5 17311,81,5273,-5192,168,60.4,168,0,0,0,14022,-13854
ZCTA5 17313,4345,1884,2461,11095,37.6,9517,52,412,0.037133844,4869,6226
ZCTA5 17314,2059,1437,622,6066,41.7,5741,0,129,0.021266073,4721,1345
ZCTA5 17315,11016,1258,9758,26667,47,24781,179,858,0.032174598,3869,22798
ZCTA5 17316,3118,822,2296,8511,44.4,8302,13,6,0.00070497,2248,6263
ZCTA5 17317,174,4262,-4088,455,35.5,439,0,0,0,12305,-11850
ZCTA5 17318,148,1926,-1778,473,39.1,473,0,0,0,5513,-5040
ZCTA5 17319,4172,90,4082,11276,38.9,10633,15,143,0.012681802,231,11045
ZCTA5 17320,3122,1122,2000,8195,45.3,7600,0,111,0.013544844,3424,4771
ZCTA5 17321,875,66,809,2268,48.5,2120,9,13,0.005731922,173,2095
ZCTA5 17322,2364,2664,-300,5938,43.8,5733,24,40,0.006736275,7754,-1816
ZCTA5 17323,45,2055,-2010,100,39,96,0,0,0,5886,-5786
ZCTA5 17324,1610,351,1259,3846,49.8,3624,0,167,0.043421737,916,2930
ZCTA5 17325,10826,754,10072,28701,45.1,25802,469,609,0.021218773,2127,26574
ZCTA5 17327,3145,3797,-652,8125,42.3,7667,69,27,0.003323077,8972,-847
ZCTA5 17329,999,19875,-18876,2973,46.6,2797,22,0,0,48895,-45922
ZCTA5 17331,21623,19810,1813,54091,41.7,48420,658,1507,0.027860457,53388,703
ZCTA5 17339,2627,25102,-22475,6232,46.7,5864,34,4,0.000641849,62628,-56396
ZCTA5 17340,4304,232,4072,11409,40.5,10702,22,197,0.01726707,566,10843
ZCTA5 17342,178,18211,-18033,602,35.1,504,8,0,0,44600,-43998
ZCTA5 17343,95,4312,-4217,124,55.7,124,0,0,0,10508,-10384
ZCTA5 17344,1485,768,717,3616,36.4,3351,61,0,0,1951,1665
ZCTA5 17345,3470,23,3447,7915,46.1,7266,83,203,0.025647505,46,7869
ZCTA5 17347,2557,2154,403,6538,43,6027,41,188,0.028754971,5445,1093
ZCTA5 17349,2935,31,2904,7912,47.5,7449,32,61,0.007709808,52,7860
ZCTA5 17350,5256,1933,3323,13291,43.6,12389,12,188,0.01414491,5283,8008
ZCTA5 17352,549,43,506,1595,47.8,1574,5,0,0,91,1504
ZCTA5 17353,1121,119,1002,2871,47.5,2770,3,4,0.001393243,306,2565
ZCTA5 17355,156,60,96,335,45.2,329,2,0,0,116,219
ZCTA5 17356,9080,2495,6585,22871,40.8,21551,212,450,0.019675572,6160,16711
ZCTA5 17360,2259,23,2236,5996,37.5,5402,62,297,0.049533022,44,5952
ZCTA5 17361,2463,4987,-2524,6267,51.8,5734,0,95,0.015158768,12952,-6685
ZCTA5 17362,5407,28,5379,14229,45.7,13286,102,341,0.023965142,59,14170
ZCTA5 17363,3319,1266,2053,8455,48.1,7871,43,294,0.034772324,3234,5221
ZCTA5 17364,1482,7111,-5629,3830,41.8,3659,25,36,0.009399478,18768,-14938
ZCTA5 17365,1094,996,98,2648,49.5,2489,0,34,0.012839879,3188,-540
ZCTA5 17366,2344,130,2214,6099,37.7,5647,0,292,0.047876701,254,5845
ZCTA5 17368,2471,108,2363,6280,44.7,5898,16,73,0.011624204,275,6005
ZCTA5 17370,2365,55,2310,6114,42.7,5615,4,245,0.040071966,117,5997
ZCTA5 17371,138,2971,-2833,323,33.7,321,0,0,0,7479,-7156
ZCTA5 17372,1502,1848,-346,3874,44.8,3385,20,49,0.012648425,4942,-1068
ZCTA5 17401,7286,5223,2063,18270,30.7,9825,74,4617,0.25270936,12059,6211
ZCTA5 17402,13607,4518,9089,37967,38.1,29674,1018,3280,0.086390813,12000,25967
ZCTA5 17403,14963,375,14588,39842,36.9,28355,1462,5739,0.144043974,908,38934
ZCTA5 17404,14699,254,14445,37699,38.4,29485,565,4399,0.116687445,529,37170
ZCTA5 17406,9271,186,9085,23944,39.4,20964,336,1406,0.058720347,493,23451
ZCTA5 17407,877,144,733,2751,38.1,2571,2,37,0.013449655,370,2381
ZCTA5 17408,9665,992,8673,23623,44.6,20040,883,1284,0.054353808,2210,21413
ZCTA5 17501,1895,400,1495,4643,41.5,4459,76,28,0.006030584,980,3663
ZCTA5 17502,1058,37,1021,2557,48.4,2319,0,69,0.026984748,71,2486
ZCTA5 17504,39,96,-57,130,46.4,130,0,0,0,226,-96
ZCTA5 17505,427,1306,-879,1543,31.5,1543,0,0,0,3405,-1862
ZCTA5 17506,125,939,-814,396,34.3,228,0,168,0.424242424,2683,-2287
ZCTA5 17507,58,386,-328,108,60.7,108,0,0,0,1193,-1085
ZCTA5 17508,282,108,174,922,35.5,449,256,0,0,237,685
ZCTA5 17509,1359,2589,-1230,4927,28.2,4706,23,48,0.009742237,6927,-2000
ZCTA5 17512,7572,50,7522,18395,42.8,16278,98,919,0.049959228,72,18323
ZCTA5 17516,1965,76,1889,4891,48.6,4558,88,23,0.004702515,204,4687
ZCTA5 17517,5464,7051,-1587,15908,38.6,15060,248,61,0.003834549,16532,-624
ZCTA5 17518,495,920,-425,1681,28.6,1662,0,0,0,6031,-4350
ZCTA5 17519,2384,527,1857,6358,39,6050,101,9,0.001415539,1456,4902
ZCTA5 17520,2041,716,1325,5076,42.1,4085,61,253,0.049842396,1961,3115
ZCTA5 17522,13425,1735,11690,33800,37.1,31691,143,520,0.015384615,4425,29375
ZCTA5 17527,1968,11216,-9248,6304,34.6,5953,0,181,0.028711929,31122,-24818
ZCTA5 17529,1296,2319,-1023,4663,27.5,4600,0,12,0.002573451,5638,-975
ZCTA5 17532,1227,7480,-6253,3328,37.4,3171,0,16,0.004807692,18501,-15173
ZCTA5 17534,49,0,49,69,71.2,41,0,28,0.405797101,0,69
ZCTA5 17535,737,426,311,3124,24.7,2860,30,123,0.039372599,1103,2021
ZCTA5 17536,1078,1801,-723,3542,38.8,3542,0,0,0,4115,-573
ZCTA5 17538,3116,262,2854,7531,50.4,6954,108,295,0.039171425,598,6933
ZCTA5 17540,3688,79,3609,11483,31.1,9923,520,370,0.032221545,265,11218
ZCTA5 17543,17898,769,17129,45718,42.3,42156,1137,607,0.013277046,1822,43896
ZCTA5 17545,8802,309,8493,22273,44.1,20966,444,20,0.000897948,684,21589
ZCTA5 17547,3265,1477,1788,8436,33.9,7483,7,239,0.028330963,3516,4920
ZCTA5 17550,197,69,128,452,41.7,358,0,0,0,163,289
ZCTA5 17551,3953,66,3887,10750,29.4,8250,626,429,0.039906977,159,10591
ZCTA5 17552,8468,6488,1980,19556,43.7,17908,212,315,0.016107588,19819,-263
ZCTA5 17554,2993,210,2783,7505,39.2,6220,269,575,0.07661559,524,6981
ZCTA5 17555,2027,1742,285,6711,33.3,6516,92,34,0.005066309,4960,1751
ZCTA5 17557,5405,3502,1903,15393,42.3,14583,173,175,0.011368804,8947,6446
ZCTA5 17560,1905,3961,-2056,5193,36.6,4761,21,0,0,9954,-4761
ZCTA5 17562,1293,918,375,4558,27.8,4149,0,24,0.005265467,2449,2109
ZCTA5 17563,1098,1430,-332,4031,27.6,3481,0,57,0.014140412,3477,554
ZCTA5 17565,819,5107,-4288,2389,46,2360,0,0,0,12136,-9747
ZCTA5 17566,4284,250,4034,12379,35,11572,311,163,0.013167461,639,11740
ZCTA5 17568,39,3681,-3642,200,13.6,200,0,0,0,7833,-7633
ZCTA5 17569,2428,1200,1228,7261,38,7104,23,67,0.009227379,3377,3884
ZCTA5 17570,101,382,-281,301,49.3,301,0,0,0,885,-584
ZCTA5 17572,1274,1591,-317,3740,30.6,3701,0,0,0,3719,21
ZCTA5 17576,0,3363,-3363,0,-,0,0,0,#DIV/0!,7492,-7492
ZCTA5 17578,2380,1310,1070,7189,36,6949,89,55,0.007650577,3264,3925
ZCTA5 17579,2152,867,1285,6519,36.3,6439,0,22,0.003374751,2145,4374
ZCTA5 17581,42,47,-5,74,68.5,66,0,0,0,95,-21
ZCTA5 17582,681,140,541,1639,41.4,1623,0,0,0,392,1247
ZCTA5 17584,4287,762,3525,11134,46.7,10116,442,92,0.008262978,2669,8465
ZCTA5 17601,22670,63,22607,56411,43.4,47661,2517,2116,0.037510415,150,56261
ZCTA5 17602,18345,3277,15068,50288,37.3,32876,1744,7473,0.148604041,10372,39916
ZCTA5 17603,26716,79,26637,67601,34.9,45990,2874,5541,0.081966243,172,67429
ZCTA5 17606,148,429,-281,265,83.8,265,0,0,0,1037,-772
ZCTA5 17701,17634,5191,12443,43363,37.2,36057,409,4674,0.107787745,14989,28374
ZCTA5 17702,4258,4420,-162,10500,42.2,9809,208,221,0.021047619,9751,749
ZCTA5 17720,136,798,-662,257,58.6,257,0,0,0,1692,-1435
ZCTA5 17721,716,496,220,1635,44.8,1585,6,4,0.002446483,1400,235
ZCTA5 17723,33,33,0,74,56.5,74,0,0,0,64,10
ZCTA5 17724,1857,749,1108,4705,41.5,4648,11,13,0.002763018,1672,3033
ZCTA5 17727,16,103,-87,22,76.1,11,0,0,0,250,-228
ZCTA5 17728,2001,81,1920,4682,50.4,4570,6,35,0.007475438,214,4468
ZCTA5 17729,52,430,-378,105,64.2,105,0,0,0,912,-807
ZCTA5 17730,51,97,-46,51,-,51,0,0,0,142,-91
ZCTA5 17731,89,127,-38,172,58.9,162,0,0,0,303,-131
ZCTA5 17737,2736,877,1859,6617,44.7,6003,19,18,0.002720266,2076,4541
ZCTA5 17739,19,9858,-9839,27,68.2,27,0,0,0,24090,-24063
ZCTA5 17740,4575,109,4466,11885,44.1,11621,24,51,0.004291123,315,11570
ZCTA5 17742,24,2601,-2577,58,49.5,58,0,0,0,7377,-7319
ZCTA5 17744,1129,1875,-746,2747,49.9,2663,2,19,0.006916636,4610,-1863
ZCTA5 17745,7037,148,6889,17792,36.6,16696,172,356,0.020008993,287,17505
ZCTA5 17747,1010,163,847,3474,27.3,3369,14,14,0.004029937,401,3073
ZCTA5 17748,63,730,-667,121,59.9,106,0,0,0,1829,-1708
ZCTA5 17749,126,209,-83,317,41.5,317,0,0,0,478,-161
ZCTA5 17750,29,2145,-2116,107,7.6,107,0,0,0,8557,-8450
ZCTA5 17751,2727,34,2693,7311,41.8,7058,75,56,0.007659691,68,7243
ZCTA5 17752,1739,247,1492,4656,41.5,4510,42,22,0.004725086,556,4100
ZCTA5 17754,4976,794,4182,12285,44.8,11501,152,82,0.006674807,1804,10481
ZCTA5 17756,4333,353,3980,12587,40.6,11793,79,423,0.033606102,840,11747
ZCTA5 17758,423,944,-521,1031,48.9,914,8,88,0.085354025,2492,-1461
ZCTA5 17760,241,338,-97,607,43,605,2,0,0,834,-227
ZCTA5 17762,242,239,3,479,49.6,452,0,0,0,497,-18
ZCTA5 17763,138,102,36,293,51.3,293,0,0,0,269,24
ZCTA5 17764,1077,63,1014,2337,52.2,2199,5,18,0.007702182,111,2226
ZCTA5 17765,406,138,268,1156,44.1,1134,0,0,0,298,858
ZCTA5 17768,142,2334,-2192,375,53.9,374,0,0,0,4954,-4579
ZCTA5 17769,20,101,-81,36,64.7,36,0,0,0,282,-246
ZCTA5 17771,1234,122,1112,3096,45.4,2976,13,20,0.006459948,301,2795
ZCTA5 17772,963,125,838,2380,47.2,2230,12,12,0.005042017,227,2153
ZCTA5 17774,429,223,206,1136,45.9,1115,4,0,0,489,647
ZCTA5 17776,96,2044,-1948,181,56.8,177,0,0,0,4558,-4377
ZCTA5 17777,2652,144,2508,6862,41.2,6615,50,38,0.005537744,296,6566
ZCTA5 17778,47,653,-606,143,31.8,143,0,0,0,1371,-1228
ZCTA5 17779,18,1574,-1556,30,58.7,30,0,0,0,3658,-3628
ZCTA5 17801,6588,2794,3794,16165,43.7,15178,20,184,0.011382617,6962,9203
ZCTA5 17810,644,3786,-3142,6011,39.7,3762,55,1832,0.30477458,9287,-3276
ZCTA5 17812,612,269,343,1626,43.6,1565,0,2,0.001230012,682,944
ZCTA5 17813,728,934,-206,2028,42.3,1961,2,0,0,2090,-62
ZCTA5 17814,1843,995,848,4921,47.2,4473,17,104,0.021133916,2347,2574
ZCTA5 17815,11058,117,10941,29131,34,27092,463,632,0.021695101,330,28801
ZCTA5 17820,2140,1498,642,5328,47.8,5102,17,8,0.001501502,3402,1926
ZCTA5 17821,7674,4613,3061,18818,42.7,17253,708,341,0.018120948,11249,7569
ZCTA5 17822,5,145,-140,17,-,17,0,0,0,304,-287
ZCTA5 17823,464,2694,-2230,1289,43,1271,8,1,0.000775795,6820,-5531
ZCTA5 17824,1553,106,1447,3746,53.3,3717,0,24,0.006406834,177,3569
ZCTA5 17827,316,41,275,875,50.2,785,0,8,0.009142857,75,800
ZCTA5 17829,92,1327,-1235,264,39,264,0,0,0,3161,-2897
ZCTA5 17830,800,1093,-293,2009,45.1,1989,10,0,0,2729,-720
ZCTA5 17832,303,168,135,646,48.8,646,0,0,0,395,251
ZCTA5 17834,1488,651,837,3482,48.2,3259,50,4,0.001148765,1479,2003
ZCTA5 17835,21,461,-440,106,17.8,99,7,0,0,1075,-969
ZCTA5 17836,66,2036,-1970,204,23,201,0,0,0,5553,-5349
ZCTA5 17837,6299,6759,-460,18819,38.8,16602,599,1049,0.055741538,18258,561
ZCTA5 17840,174,4429,-4255,406,41.8,406,0,0,0,11377,-10971
ZCTA5 17841,1663,11130,-9467,4465,47.3,4394,4,38,0.008510638,32466,-28001
ZCTA5 17842,3259,0,3259,8390,42.4,8184,19,23,0.002741359,0,8390
ZCTA5 17844,3801,14717,-10916,10113,36,9889,26,28,0.002768714,37225,-27112
ZCTA5 17845,642,14003,-13361,1923,40.8,1848,10,14,0.007280291,32833,-30910
ZCTA5 17846,1474,7630,-6156,3845,44.6,3636,95,11,0.002860858,20648,-16803
ZCTA5 17847,4853,286,4567,11606,43.2,11286,22,61,0.005255902,752,10854
ZCTA5 17850,267,2585,-2318,618,35.7,575,0,0,0,6888,-6270
ZCTA5 17851,3343,3741,-398,7387,48.4,7071,39,74,0.010017598,9314,-1927
ZCTA5 17853,1075,2615,-1540,3163,40.5,3096,17,16,0.005058489,8486,-5323
ZCTA5 17855,284,94,190,818,40.1,802,0,0,0,218,600
ZCTA5 17856,1244,4575,-3331,2709,50,2659,0,19,0.007013658,12475,-9766
ZCTA5 17857,3273,2895,378,7707,46.6,7213,0,215,0.027896717,7100,607
ZCTA5 17858,31,1130,-1099,81,34.5,77,0,0,0,3011,-2930
ZCTA5 17859,1084,5825,-4741,2737,49,2630,29,9,0.003288272,15572,-12835
ZCTA5 17860,1031,2132,-1101,2627,41.3,2498,0,0,0,5308,-2681
ZCTA5 17861,83,15367,-15284,222,33.9,222,0,0,0,41744,-41522
ZCTA5 17862,135,9783,-9648,393,39.8,360,0,0,0,25696,-25303
ZCTA5 17864,674,0,674,2203,32.3,2154,3,3,0.001361779,0,2203
ZCTA5 17865,23,6845,-6822,31,39.9,31,0,0,0,16998,-16967
ZCTA5 17866,3386,1425,1961,10065,42,8062,23,1598,0.158768008,3965,6100
ZCTA5 17867,63,11143,-11080,168,37,167,0,0,0,26876,-26708
ZCTA5 17868,429,1039,-610,1007,50.7,873,15,16,0.015888779,2560,-1553
ZCTA5 17870,5295,1669,3626,14770,39.6,13862,96,348,0.023561273,4508,10262
ZCTA5 17872,3964,5056,-1092,9257,39.9,8337,9,102,0.011018689,12294,-3037
ZCTA5 17876,718,362,356,1814,44,1631,63,2,0.001102536,855,959
ZCTA5 17878,551,3454,-2903,1456,48.9,1432,0,3,0.00206044,9240,-7784
ZCTA5 17880,36,400,-364,119,35.8,119,0,0,0,1174,-1055
ZCTA5 17881,600,9186,-8586,1456,41.7,1367,0,0,0,24108,-22652
ZCTA5 17884,64,261,-197,152,31.5,152,0,0,0,584,-432
ZCTA5 17885,105,8594,-8489,256,47.5,256,0,0,0,24305,-24049
ZCTA5 17886,382,2209,-1827,1319,20,665,19,12,0.009097801,5712,-4393
ZCTA5 17887,222,7036,-6814,622,28.3,613,0,0,0,17774,-17152
ZCTA5 17888,195,41,154,490,46.9,483,2,0,0,130,360
ZCTA5 17889,963,2877,-1914,2850,43.4,2735,37,15,0.005263158,8148,-5298
ZCTA5 17901,9608,361,9247,22693,44.1,21662,82,624,0.027497466,920,21773
ZCTA5 17920,132,4443,-4311,255,60.1,255,0,0,0,10741,-10486
